X,Y,OBJECTID,NAME,STREET,CITY,ZIP_CODE,STATE,PHONE,FAX_PHONE,MAILING_STREET,MAILING_CITY,MAILING_ZIP_CODE,MAILING_STATE,PHYSICAL_MAIL_DIFFERENCE,REGION,FOREST_NAME,DISTRICT_NAME,COUNTRY,LATITUDE,LONGITUDE,CONTACT,EQUIPMENT_ONLY,SEASONAL,WIRELESS_SITE,LOCATION_ID,SYS_CREATED_ON,SHAPE
-106.587701,35.166952,348289,Albuquerque Service Center-San Francisco,101B Sun Ave NE,Albuquerque,87109,NM,,,,,,,,Washington Office,,,USA,35.166952,-106.587701,,FALSE,FALSE,TRUE,202392CAB6A0AA44B06A7B2F4BF43465,2017/12/14 09:46:31+00,
-120.942717,38.316088,348290,Amador Ranger District-Carson Pass Infomation Station,4973 State Route 88,Kirkwood,96120,CA,,,,,,,,Region 5,Eldorado National Forest,Amador Ranger District,USA,38.316088,-120.942717,,FALSE,FALSE,FALSE,928c9afadbcae200d3a1ff621f961900,2017/12/14 09:46:31+00,
-105.224696,40.021075,348291,Tandberg Data US Headquarters,2108 55th St,Boulder,80301,CO,,,,,,,,,,,,40.021075,-105.224696,,FALSE,FALSE,FALSE,4e447f861b76fd906de587fce54bcba2,2023/11/30 19:04:20+00,
-105.118495,39.969409,348292,Vaisala Inc North American Headquarters,194 S Taylor Ave,Boulder,80307,CO,,,,,,,,,,,,39.969409,-105.118495,,FALSE,FALSE,FALSE,4e447f861b76fd906de587fce54bcbc2,2023/11/30 19:04:20+00,
-123.858532,45.226925,348293,Hebo Ranger District,31525 Hwy 22,Hebo,97122,OR,,,,,,,,Region 6,Siuslaw National Forest,Hebo Ranger District,USA,45.226925,-123.858532,,FALSE,FALSE,TRUE,82623054BC55B54093A0150EB34397DB,2017/12/14 09:46:34+00,
-117.017117,33.730913,348294,Hemet Helitanker Base,4420 Waldon Weaver Rd,Hemet,92545,CA,,,,,,,,Region 5,Cleveland National Forest,,USA,33.730913,-117.017117,,FALSE,FALSE,FALSE,6810306ADE65694BB5F1CB96B7A919F3,2017/12/14 09:46:34+00,
-119.49766,37.101005,348295,High Sierra Ranger District-Auberry Yard,35132 Wish-I-Ah Rd,Auberry,93602,CA,,,,,,,,Region 5,Sierra National Forest,High Sierra Ranger District,USA,37.101005,-119.49766,,FALSE,FALSE,FALSE,b76733dfdb462200b21075131f9619e4,2017/12/14 09:46:34+00,
-106.446365,39.606726,348296,Holy Cross Ranger District,24747 US Hwy 24,Minturn,81645,CO,,,,,,,,Region 2,White River National Forest,Holy Cross Ranger District,USA,39.606726,-106.446365,,FALSE,FALSE,TRUE,52CDD083F1EFB44EB558020BC658DB99,2017/12/14 09:46:34+00,
-123.143031,47.407091,348297,Hoodsport Work Center,150 Finch Creek Rd,Hoodsport,98548,WA,,,,,,,,Region 6,Olympic National Forest,Hood Canal Ranger District,USA,47.407091,-123.143031,,FALSE,FALSE,TRUE,BF8D9B63428777418981575FB5DF32AB,2017/12/14 09:46:34+00,
-83.348287,44.447349,348298,Huron Shores Ranger District,5761 N Skeel Ave,Oscoda,48750,MI,,,,,,,,Region 9,Huron-Manistee National Forests,Huron Shores Ranger District,USA,44.447349,-83.348287,,FALSE,FALSE,FALSE,A4A27C38A7C9C34F9BB0502782843A5C,2017/12/14 09:46:34+00,
-106.726453,35.645026,348299,Jemez Ranger District-Walatowa Visitor Center,7413 Hwy 4,Jemez Pueblo,87024,NM,,,,,,,,Region 3,Santa Fe National Forest,Jemez Ranger District,USA,35.645026,-106.726453,,FALSE,FALSE,FALSE,1E339DA2400ADB48BFD5C3BF4A30704E,2017/12/14 09:46:35+00,
-89.295469,46.275542,348300,JW Toumey Nursery,E23985 Old US 2 E,Watersmeet,49969,MI,,,,,,,,Region 9,Ottawa National Forest,,USA,46.275542,-89.295469,,FALSE,FALSE,TRUE,891445AEEB8ABD468674B58E813BCA61,2017/12/14 09:46:35+00,
-118.417383,35.721056,348301,Kern River Ranger District-Kernville Helibase,10643 Sierra Way,Kernville,93238,CA,,,,,,,,Region 5,Sequoia National Forest,Kern River Ranger District,USA,35.721056,-118.417383,,FALSE,FALSE,FALSE,A8E4F2B5EC3143448F3A78EBAA6B0C05,2017/12/14 09:46:35+00,
-92.106959,30.600946,348302,Kisatchie Ranger District-Vernon Work Center,1992 Hwy 10,Leesville,71446,LA,,,,,,,,Region 8,Kisatchie National Forest,Kisatchie Ranger District,USA,30.600946,-92.106959,,FALSE,FALSE,FALSE,CF4BCCDB552F0247B9026C7AAA785A70,2017/12/14 09:46:35+00,
-94.37763,36.086779,348303,Lake Wedington Recreation Area,15592 Lake Wedington Entry Rd,Fayetteville,72704,AR,,,,,,,,Region 8,Ozark-St. Francis National Forest,,USA,36.086779,-94.37763,,FALSE,FALSE,FALSE,DAD988243D074E4F8D688DF0E6DA7566,2017/12/14 09:46:35+00,
-115.205729,36.211475,348304,Las Vegas Interagency Communications Center,2980 N Rancho Dr,Las Vegas,89130,NV,,,,,,,,Region 4,Humboldt-Toiyabe National Forest,,USA,36.211475,-115.205729,,FALSE,FALSE,FALSE,A77E34CCD6F1D34E95465A85EE49DC28,2017/12/14 09:46:35+00,
-115.536768,48.402805,348305,Libby Ranger District-Libby Fire Cache,1263 Hwy 37,Libby,59923,MT,,,,,,,,Region 1,Kootenai National Forest,Libby Ranger District,USA,48.402805,-115.536768,,FALSE,FALSE,FALSE,E8AFDCABAC37FA46A63061DFBE14BD5D,2017/12/14 09:46:35+00,
-123.00906,44.904207,348306,Valmont Microflect,3575 25th Street SE,Salem,97309,OR,,,,,,,,,,,,44.904207,-123.00906,,FALSE,FALSE,FALSE,4f34bb861b76fd906de587fce54bcb91,2023/11/30 19:04:07+00,
-77.335937,38.944092,348307,"EYAK Technology, LLC",1881 Campus Commons Dr  Ste 105,Reston,20191-1520,VA,,,,,,,,,,,,38.944092,-77.335937,,FALSE,FALSE,FALSE,4f44bf861b76fd906de587fce54bcbfd,2023/11/30 19:04:24+00,
-106.656848,35.102687,348308,CIO Offsite Storage,1600 12th ST NW,Albuquerque,87104,NM,,,,,,,,Washington Office,,,USA,35.102687,-106.656848,,FALSE,FALSE,FALSE,4f8133afdb3ca380223ff9231f9619b4,2018/10/03 11:57:48+00,
-119.491057,34.401862,348309,Rincon Fire Station-Santa Barbara Ranger District,6115 Casitas Pass Rd,Carpinteria,93013,CA,,,,,,,,Region 5,Los Padres National Forest,Santa Barbara Ranger District,USA,34.401862,-119.491057,,FALSE,FALSE,FALSE,610DF2131D37B545864C92C85BB8F8D2,2017/12/14 09:46:38+00,
-105.822028,39.944642,348310,RMRS-Fraser Experimental Forest,4947 County Road 73,Fraser,80442,CO,,,,,,,,Rocky Mountain Research Station (RMRS),,,USA,39.944642,-105.822028,,FALSE,FALSE,FALSE,1A6DBFEC498E2F46B8E05567386FC244,2017/12/14 09:46:39+00,
-112.191322,47.821631,348311,Rocky Mountain Ranger District,1102 Main Ave N,Choteau,59422,MT,,,,,,,,Region 1,Helena-Lewis and Clark National Forest,Rocky Mountain Ranger District,USA,47.821631,-112.191322,,FALSE,FALSE,TRUE,3026F348303A474FB516DFE444AB574E,2017/12/14 09:46:39+00,
-96.621409,43.73589,348312,USGS Earth Resources Observations Center (EROS),47914  252nd St,Sioux Falls,57198,SD,605-594-6511,,,,,,,Region 2,Black Hills National Forest,,,43.73589,-96.621409,,FALSE,FALSE,FALSE,F59540C1EE48C94BA3A2ACC2EC22D1B2,2020/10/23 10:01:03+00,
-76.32487,39.414353,348313,"Mobile Modular Express, Inc. - Edgewood",1301 Trimble Rd,Edgewood,21040,MD,,,,,,,,,,,,39.414353,-76.32487,,FALSE,FALSE,FALSE,5044fb861b76fd906de587fce54bcbd1,2023/11/30 19:04:12+00,
-73.696295,40.757216,348314,"Canon U.S.A., Inc. Headquarters",One Canon Plz,Lake Success,11042,NY,,,,,,,,,,,,40.757216,-73.696295,,FALSE,FALSE,FALSE,505433c61b76fd906de587fce54bcb3e,2023/11/30 19:04:29+00,
-96.704001,32.968697,348315,Anritsu Company Headquarters,"1155 E Collins Blvd, Ste 100",Richardson,75081,TX,,,,,,,,,,,,32.968697,-96.704001,,FALSE,FALSE,FALSE,51447f861b76fd906de587fce54bcb14,2023/11/30 19:04:17+00,
-102.999928,42.835913,348316,Nebraska National Forests and Grasslands & Pine Ridge Ranger District,125 N Main St,Chadron,69337,NE,308-432-0300,,,,,,,Region 2,Nebraska National Forests and Grasslands,,USA,42.835913,-102.999928,,FALSE,FALSE,TRUE,51787bb9dbe6620081b67e721f9619ab,2016/10/19 17:03:24+00,
-112.006998,43.508969,348317,Caribou-Targhee National Forest Idaho Falls Office,1405 Hollipark Dr,Idaho Falls,83401,ID,208-557-5900,,,,,,,Region 4,Caribou-Targhee National Forest,,USA,43.508969,-112.006998,,FALSE,FALSE,TRUE,2923E456D222974A9E5E56512AC0645A,2016/10/19 17:03:24+00,
-121.018055,39.269516,348318,Tahoe National Forest,631 Coyote St,Nevada City,95959,CA,530-265-4531,,,,,,,Region 5,Tahoe National Forest,,USA,39.269516,-121.018055,,FALSE,FALSE,TRUE,CC8768308128AC4FACFCBD931DB92F52,2016/10/19 17:03:24+00,
-122.978745,44.065422,348319,Willamette National Forest,3106 Pierce Parkway Ste D,Springfield,97477,OR,541-225-6300,,,,,,,Region 6,Willamette National Forest,,USA,44.065422,-122.978745,,FALSE,FALSE,TRUE,772FCE89B389CE4692C57685FBB77FEA,2016/10/19 17:03:24+00,
-89.427617,43.074614,348320,Forest Products Laboratory,1 Gifford Pinchot Dr,Madison,53726,WI,608-231-9200,,,,,,,Forest Products Laboratory (FPL),,,USA,43.074614,-89.427617,,FALSE,FALSE,FALSE,DABFF369E7D091428B2328DE6B5F69A5,2016/10/19 17:03:25+00,
-92.975017,35.476106,348321,Big Piney Ranger District-Hector Office,12000 State Route 27,Hector,72843,AR,,,,,,,,Region 8,Ozark-St. Francis National Forest,Big Piney Ranger District,USA,35.476106,-92.975017,,FALSE,FALSE,FALSE,063D27CC856C10419A996503CA96F215,2017/12/14 09:46:31+00,
-99.671494,35.613937,348322,Black Kettle and McClellan Creek National Grasslands,18555 Hwy 47A,Cheyenne,73628,OK,,,,,,,,Region 3,Cibola National Forest,,USA,35.613937,-99.671494,,FALSE,FALSE,FALSE,8799063A25352D48B95EBE1B557D2624,2017/12/14 09:46:31+00,
-118.957888,44.417164,348323,Blue Mountain Ranger District-Fire Warehouse,150 Ford Rd,John Day,97845,OR,,,,,,,,Region 6,Malheur National Forest,Blue Mountain Ranger District,USA,44.417164,-118.957888,,FALSE,FALSE,FALSE,fede3393db862200b21075131f961984,2017/12/14 09:46:31+00,
-116.338248,48.672655,348324,Bonners Ferry Ranger District,6286 Main St,Bonners Ferry,83805,ID,,,,,,,,Region 1,Idaho Panhandle National Forests,Bonners Ferry Ranger District,USA,48.672655,-116.338248,,FALSE,FALSE,FALSE,32885DB0AD1A6F428795A12C4803CC78,2017/12/14 09:46:32+00,
-112.469053,34.536577,348325,Bradshaw & Chino Valley Ranger Districts,344 S Cortez St,Prescott,86303,AZ,,,,,,,,Region 3,Prescott National Forest,Bradshaw Ranger District,USA,34.536577,-112.469053,,FALSE,FALSE,FALSE,62BAFBED32726C44A670ED759430FD44,2017/12/14 09:46:32+00,
-103.00067,42.834396,348326,Buffalo Gap-Fort Pierre-Oglala National Grasslands,125 N Main St,Chadron,69337,NE,,,,,,,,Region 2,Nebraska National Forests and Grasslands,,,,,,FALSE,FALSE,FALSE,3E6912E058705B4D84B32C1B002EE27C,2017/12/14 09:46:32+00,
-120.367556,38.187853,348327,Calaveras Ranger District,5519 Hwy 4,Hathaway Pines,95233,CA,,,,,,,,Region 5,Stanislaus National Forest,Calaveras Ranger District,USA,38.187853,-120.367556,,FALSE,FALSE,TRUE,1CDC974FA6588E4DBFF65068CD875E39,2017/12/14 09:46:32+00,
-73.011702,43.179153,348328,Manchester Ranger District,2538 Depot St,Manchester Center,05255,VT,(802) 362-2307,(802) 362-1251,,,,,,Region 9,Green Mountain & Finger Lakes National Forests,Manchester Ranger District,USA,43.179153,-73.011702,,FALSE,FALSE,TRUE,84EFF8AE38F22441B69C8D0D87EC3322,2017/12/14 09:46:35+00,
-122.126828,41.253446,348329,McCloud Ranger District,2019 Forest Rd,McCloud,96057,CA,,,,,,,,Region 5,Shasta-Trinity National Forest,Mccloud Ranger District,USA,41.253446,-122.126828,,FALSE,FALSE,TRUE,C170EC7E3D5B014BB90D78745E37B3E4,2017/12/14 09:46:35+00,
-108.059156,44.501336,348330,Medicine Wheel Ranger District-Porcupine Work Center,1220 N 8th St,Greybull,82426,WY,,,,,,,,Region 2,Bighorn National Forest,Medicine Wheel Ranger District,USA,44.501336,-108.059156,,FALSE,FALSE,FALSE,DF5E72D2290991428193754A3E964D9B,2017/12/14 09:46:36+00,
-120.019371,38.848659,348331,Meyers Fire Station,2211 Keetak St,South Lake Tahoe,96150,CA,,,,,,,,Region 5,Lake Tahoe Basin Management Unit,,USA,38.848659,-120.019371,,FALSE,FALSE,TRUE,7DF35978FCFB5A458161892BF8ECF92B,2017/12/14 09:46:36+00,
-91.832329,47.82786,348332,Minnesota Interagency Fire Center-Air Attack Base,1587 Hwy 1,Ely,55731,MN,,,,,,,,Region 9,Superior National Forest,,USA,47.82786,-91.832329,,FALSE,FALSE,TRUE,080CE8AF90EEAE4A935F2C1C656656B4,2017/12/14 09:46:36+00,
-109.54958,38.574586,348333,Moab Ranger District,62 E 100 N,Moab,84532,UT,,,,,,,,Region 4,Manti-Lasal National Forest,Moab Ranger District,USA,38.574586,-109.54958,,FALSE,FALSE,FALSE,F48459635F06164FAF122321377CB9F9,2017/12/14 09:46:36+00,
-121.476905,36.235695,348334,Monterey Ranger District-Arroyo Seco Fire Station,47600 Arroyo Seco Rd,Greenfield,93927,CA,,,,,,,,Region 5,Los Padres National Forest,Monterey Ranger District,USA,36.235695,-121.476905,,FALSE,FALSE,FALSE,a168af03db822200b21075131f961903,2017/12/14 09:46:36+00,
-122.82218,46.2944,348335,Mount St Helens Visitor Center,3029 Spirit Lake Hwy,Castle Rock,98611,WA,,,,,,,,Region 6,Gifford Pinchot National Forest,,USA,46.2944,-122.82218,,FALSE,FALSE,FALSE,DA6C75ACB852F54F8E24CADBD4D33B51,2017/12/14 09:46:36+00,
-88.054961,36.770781,348336,Land Between The Lakes Association,345 Maintenance Rd,Golden Pond,42211,KY,,,,,,,,Region 8,Land Between the Lakes National Recreation Area,,USA,36.770781,-88.054961,,FALSE,FALSE,FALSE,BC424F63F653B54C91938FEA933FA30B,2018/12/17 04:47:23+00,
-84.078405,37.088488,348337,Southern Area Incident Support Cache,788 Sublimity School Rd,London,40744,KY,,,,,,,,Region 8,Daniel Boone National Forest,,USA,37.088488,-84.078405,,FALSE,FALSE,TRUE,ADC44DB6A5A1C541A91BF45EA8512C48,2017/12/14 09:46:40+00,
-111.588996,33.412398,348338,Springerville Ranger District Hunter Building,131 S Mountain Rd,Springerville,85938,AZ,,,,,,,,Region 3,Apache-Sitgreaves National Forest,Springerville Ranger District,,,,,FALSE,FALSE,FALSE,E65B1BA53CCFF2448C309E33E9585202,2017/12/14 09:46:40+00,
-89.543055,34.355775,348339,SRS-Forest Hydrology Lab and Holly Springs Ranger District,1000 Front St,Oxford,38655,MS,,,,,,,,Southern Research Station (SRS),,,USA,34.355775,-89.543055,,FALSE,FALSE,FALSE,4E1244FC4AA56A4982CDB24AF14C54A8,2017/12/14 09:46:40+00,
-90.077529,29.947993,348340,SRS-New Orleans Field Unit,"701 Loyola Ave, Rm T-10034",New Orleans,70113,LA,,,,,,,,Southern Research Station (SRS),,,USA,29.947993,-90.077529,,FALSE,FALSE,FALSE,3C5517B1D88C93478CDD9677A074EAF3,2017/12/14 09:46:40+00,
-90.785618,34.789708,348341,Saint Francis National Forest,2955 Hwy 44,Marianna,72360,AR,,,,,,,,Region 8,Ozark-St. Francis National Forest,St. Francis Ranger District,USA,34.789708,-90.785618,,FALSE,FALSE,FALSE,DF549661B999004090D454CB46B44D93,2017/12/14 09:46:40+00,
-77.410872,39.038257,348342,"Technology Solutions Provider, Inc.","20 Pidgeon Hill Dr, Ste 106",Sterling,20165-6134,VA,,,,,,,,,,,,39.038257,-77.410872,,FALSE,FALSE,FALSE,5444fb861b76fd906de587fce54bcbf1,2023/11/30 19:04:13+00,
-86.662761,34.732589,348343,Avocent Corporation Headquarters,4991 Corporate Dr,Huntsville,35805,AL,,,,,,,,,,,,34.732589,-86.662761,,FALSE,FALSE,FALSE,545433c61b76fd906de587fce54bcb37,2023/11/30 19:04:29+00,
-76.155277,40.086691,348344,"Mobile Modular Express, Inc. - Leola",64 Hess Rd,Leola,17540,PA,,,,,,,,,,,,40.086691,-76.155277,,FALSE,FALSE,FALSE,55447f861b76fd906de587fce54bcb0d,2023/11/30 19:04:16+00,
-77.219723,38.930769,348345,Advanced Computer Concepts,"7927 Jones Branch Dr, Ste 600 N",McLean,22102,VA,,,,,,,,,,,,38.930769,-77.219723,,FALSE,FALSE,FALSE,55447f861b76fd906de587fce54bcb2c,2023/11/30 19:04:17+00,
-78.777653,42.791779,348346,Comprod Communications-USA,3405 N Benzing Rd,Orchard Park,14127,NY,,,,,,,,,,,,42.791779,-78.777653,,FALSE,FALSE,FALSE,555473c61b76fd906de587fce54bcb43,2023/11/30 19:04:33+00,
-131.642662,55.341662,348347,Tongass National Forest,"Federal Bldg, 648 Mission St",Ketchikan,99901,AK,907-225-3101,907-228-6215,,,,,,Region 10,Tongass National Forest,,USA,55.341662,-131.642662,,FALSE,FALSE,TRUE,DF69253D75CF424CAB6E9D3B98BA05EF,2016/10/19 17:03:24+00,
-105.080819,40.559134,348348,Arapaho & Roosevelt National Forests and Canyon Lakes Ranger District,2150 Centre Ave Bldg E,Fort Collins,80526,CO,970-295-6600,,,,,,,Region 2,Arapaho and Roosevelt National Forests and Pawnee ,,USA,40.559134,-105.080819,,FALSE,FALSE,TRUE,9F249CD2AA700340880F0DD196D1850F,2016/10/19 17:03:24+00,
-112.032081,33.46686,348349,Tonto National Forest,2324 E McDowell Rd,Phoenix,85006,AZ,602-225-5200,,,,,,,Region 3,Tonto National Forest,,USA,33.46686,-112.032081,,FALSE,FALSE,TRUE,707307968057B04C88E03F07B7D13AFC,2016/10/19 17:03:24+00,
-122.644059,41.706714,348350,Klamath National Forest,1711 S Main St,Yreka,96097,CA,530-842-6131,,,,,,,Region 5,Klamath National Forest,,USA,41.706714,-122.644059,,FALSE,FALSE,TRUE,DF2E93710799614E85ABCBDCCF9DB12D,2016/10/19 17:03:24+00,
-122.301407,40.520634,348351,Shasta-Trinity National Forest and PSW Research Lab,3644 Avtech Parkway,Redding,96002,CA,530-226-2500,,,,,,,Region 5,Shasta-Trinity National Forest,,USA,40.520634,-122.301407,,FALSE,FALSE,TRUE,CCF8E96B1D27F945BD31F3BAB7359D79,2016/10/19 17:03:24+00,
-123.287699,44.564101,348352,Siuslaw National Forest and PNW-FSL,3200 SW Jefferson Way,Corvallis,97331,OR,541-750-7000,,,,,,,Region 6,Siuslaw National Forest,,USA,44.564101,-123.287699,,FALSE,FALSE,TRUE,7BD19086CDB591429BC5AA7B92CDF792,2016/10/19 17:03:24+00,
-79.15159,41.907035,348353,Allegheny National Forest,4 Farm Colony Dr,Warren,16365,PA,814-728-6100,814-726-1465,,,,,,Region 9,Allegheny National Forest,,USA,41.907035,-79.15159,,FALSE,FALSE,TRUE,0F4ADC8A56C66240906CA15E2D32DB43,2016/10/19 17:03:24+00,
-86.518598,38.870299,348354,Hoosier National Forest and Brownstown Ranger District,811 Constitution Ave,Bedford,47421,IN,812-275-5987 ,,,,,,,Region 9,Hoosier National Forest,,USA,38.870299,-86.518598,,FALSE,FALSE,TRUE,B74338618D53AF4EA52B82C0C17C353E,2016/10/19 17:03:24+00,
-103.613345,43.731472,348355,Black Hills National Forest Helibase,12220 Aviation Way,Custer,57730,SD,,,,,,,,Region 2,Black Hills National Forest,,USA,43.731472,-103.613345,,FALSE,FALSE,FALSE,132AA3266FFCE842BE2A25312938D967,2017/12/14 09:46:31+00,
-107.905258,40.037014,348356,Blanco Ranger District,220 E Market St,Meeker,81641,CO,,,,,,,,Region 2,White River National Forest,Blanco Ranger District,USA,40.037014,-107.905258,,FALSE,FALSE,TRUE,968BEFC6C44FD04684BB399906F57ADB,2017/12/14 09:46:31+00,
-116.206096,43.565843,348357,Boise Dispatch Center,3948 S Development Ave,Boise,83705,ID,,,,,,,,Region 4,Boise National Forest,,USA,43.565843,-116.206096,,FALSE,FALSE,FALSE,018B074C3EFE4342973BBA92F535CC80,2017/12/14 09:46:32+00,
-111.244143,45.458448,348358,Bozeman Ranger District-Shenango Station Work Center,115 Storm Castle Creek Rd,Gallatin Gateway,59730,MT,,,,,,,,Region 1,Custer Gallatin National Forest,Bozeman Ranger District,USA,45.458448,-111.244143,,FALSE,FALSE,FALSE,4f65fcff6f09ea00b0f234826e3ee43a,2017/12/14 09:46:32+00,
-106.803754,41.437833,348359,Brush Creek-Hayden Ranger District,2171 S Hwy 130,Saratoga,82331,WY,,,,,,,,Region 2,Medicine Bow-Routt National Forests & Thunder Basi,Brush Creek-Hayden Ranger District,USA,41.437833,-106.803754,,FALSE,FALSE,TRUE,8AC22CA57AEF75418616A0AE2C00C5C9,2017/12/14 09:46:32+00,
-95.921923,33.741214,348360,Caddo-Lyndon B Johnson National Grasslands-Honey Grove WC,942 FM 409,Honey Grove,75446,TX,,,,,,,,Region 8,National Forests In Texas,Caddo-Lyndon B Johnson National Grasslands,USA,33.741214,-95.921923,,FALSE,FALSE,FALSE,D891A7474A5C0844AFA4DEAE7876FE96,2017/12/14 09:46:32+00,
-119.747544,39.508184,348361,Western Great Basin Coordination Center,1340 Financial Blvd,Reno,89520,NV,,,,,,,,Region 4,,,USA,39.508184,-119.747544,,FALSE,FALSE,FALSE,4347A73144DF5449BCCE85718053531F,2017/12/15 13:46:01+00,
-117.749524,33.661181,348362,"Gateway, Inc",7565 Irvine Center Dr,Irvine,92618,CA,,,,,,,,,,,,33.661181,-117.749524,,FALSE,FALSE,FALSE,56447f861b76fd906de587fce54bcbd0,2023/11/30 19:04:20+00,
-84.266974,34.096419,348363,GNB Industrial Power Corporate Headquarters,"13000 Deerfield Parkway, Bldg 200",Milton,30004,GA,,,,,,,,,,,,34.096419,-84.266974,,FALSE,FALSE,FALSE,56447f861b76fd906de587fce54bcbef,2023/11/30 19:04:21+00,
-111.727849,45.343015,348364,Madison Ranger District-Lyons Work Center,2 W Frk,Ennis,59729,MT,,,,,,,,Region 1,Beaverhead-Deerlodge National Forest,Madison Ranger District,USA,45.343015,-111.727849,,FALSE,FALSE,FALSE,7009DF98BF1DC447A38F70A164716918,2017/12/14 09:46:35+00,
-118.964124,37.647836,348365,Mammoth Ranger District-Inyo Fire Station 2,5 Ritter Rd,Mammoth Lakes,93546,CA,,,,,,,,Region 5,Inyo National Forest,Mammoth Ranger District,USA,37.647836,-118.964124,,FALSE,FALSE,FALSE,E1C00D84A25E0A4FB6F947B75202B6E4,2017/12/14 09:46:35+00,
-116.106362,44.910009,348366,McCall Ranger District,102 W Lake St,McCall,83638,ID,,,,,,,,Region 4,Payette National Forest,Mccall Ranger District,USA,44.910009,-116.106362,,FALSE,FALSE,TRUE,6F2E2387C2287445AF3A135B408BBA15,2017/12/14 09:46:35+00,
-111.720961,33.448756,348367,Mesa Ranger District,5140 E Ingram St,Mesa,85205,AZ,,,,,,,,Region 3,Tonto National Forest,Mesa Ranger District,USA,33.448756,-111.720961,,FALSE,FALSE,TRUE,A0789D324BAA454CAC29862CE644B82A,2017/12/14 09:46:36+00,
-105.863163,46.397822,348368,Miles City Dispatch,111 Garry Owen Rd,Miles City,59301,MT,,,,,,,,Region 1,Custer Gallatin National Forest,,USA,46.397822,-105.863163,,FALSE,FALSE,FALSE,7370388b6fe152005771358fae3ee4a0,2017/12/14 09:46:36+00,
-114.056989,46.841301,348369,Missoula Ranger District,24A Fort Missoula Rd,Missoula,59804,MT,,,,,,,,Region 1,Lolo National Forest,Missoula Ranger District,USA,46.841301,-114.056989,,FALSE,FALSE,FALSE,951BB565EBA7C342AB7FD8DCEC2B59FF,2017/12/14 09:46:36+00,
-119.129968,37.939188,348370,Mono Lake Ranger Station,10806 Hwy 120 W,Lee Vining,93541,CA,,,,,,,,Region 5,Inyo National Forest,Mono Lake Ranger District,USA,37.939188,-119.129968,,FALSE,FALSE,TRUE,C44CEEB020E76D4CA24F447B3C1F240E,2017/12/14 09:46:36+00,
-93.704208,35.292972,348371,Mount Magazine Ranger District,3001 E Walnut St,Paris,72855,AR,,,,,,,,Region 8,Ozark-St. Francis National Forest,Magazine Mountain Ranger District,USA,35.292972,-93.704208,,FALSE,FALSE,FALSE,1DA58B0737FE1F4684B11656C8A6C0A4,2017/12/14 09:46:36+00,
-122.264781,47.934911,348372,Fluke Corporation,6920 Seaway Blvd,Everett,98203,WA,,,,,,,,,,,,47.934911,-122.264781,,FALSE,FALSE,FALSE,5734fb861b76fd906de587fce54bcb04,2023/11/30 19:04:09+00,
-104.96332,39.43457,348373,South Platte Ranger District-Indian Creek Work Center,1217 N Hwy 67,Sedalia,80135,CO,,,,,,,,Region 2,Pike-San Isabel National Forests & Cimarron-Comanc,South Platte Ranger District,USA,39.43457,-104.96332,,FALSE,FALSE,FALSE,0F80933412602D4AA1C01CAA33449066,2017/12/14 09:46:40+00,
-115.234581,36.245543,348374,Spring Mountains National Recreation Area,4701 N Torrey Pines Dr,Las Vegas,89130,NV,,,,,,,,Region 4,Humboldt-Toiyabe National Forest,,USA,36.245543,-115.234581,,FALSE,FALSE,FALSE,266FDA73F50F40428B13A3AC9F672A57,2017/12/14 09:46:40+00,
-82.835189,34.674057,348375,SRS-Clemson Department of Forestry,"233 Lehotsky Hall, Clemson University",Clemson,29634,SC,,,,,,,,Southern Research Station (SRS),,,USA,34.674057,-82.835189,,FALSE,FALSE,FALSE,84749BD4B5AD174B8A333337B1BB3D4B,2017/12/14 09:46:40+00,
-94.646609,31.624178,348376,SRS-Nacogdoches Field Unit,506 Hayter St,Nacogdoches,75965,TX,,,,,,,,Southern Research Station (SRS),,,USA,31.624178,-94.646609,,FALSE,FALSE,FALSE,48FE232525B99A4F822E429CAB7962E1,2017/12/14 09:46:40+00,
-90.907836,33.422126,348377,SRS-Southern Hardwoods Laboratory-Stoneville MS,432 Stoneville Rd,Stoneville,38776,MS,,,,,,,,Southern Research Station (SRS),,,USA,33.422126,-90.907836,,FALSE,FALSE,FALSE,C2E76D855C9B2145AC8FCD529711AC86,2017/12/14 09:46:40+00,
-116.562668,47.314354,348378,St. Joe Ranger District-St. Maries Office,222 S 7th Street Ste 1,Saint Maries,83861,ID,,,,,,,,Region 1,Idaho Panhandle National Forests,St. Joe Ranger District,USA,47.314354,-116.562668,,FALSE,FALSE,TRUE,BB9B3ECFC3DF8146BAFEDE5214475C94,2017/12/14 09:46:40+00,
-114.091581,46.925911,348379,Region 1 Aerial Fire Depot,5765 W Broadway,Missoula,59808,MT,406-329-4880,,,,,,,Region 1,,,USA,46.925911,-114.091581,,FALSE,FALSE,TRUE,E8FD3FDCC97F2B4194DADFBA52769EC4,2018/01/05 14:24:50+00,
-117.833387,33.692882,348380,Think CP Technologies,16812 Hale Ave,Irvine,92606,CA,,,,,,,,,,,,33.692882,-117.833387,,FALSE,FALSE,FALSE,58443f861b76fd906de587fce54bcb34,2023/11/30 19:04:13+00,
136.5331,36.49557,348381,Eizo Nanao Corporation,153 Shimokashiwano,"Hakusan, Ishikawa",924-8566,,,,,,,,,,,,,36.49557,136.5331,,FALSE,FALSE,FALSE,5844fb861b76fd906de587fce54bcbea,2023/11/30 19:04:13+00,
