latitude,longitude,month,year,mean_rh
36,-118,February,2000,64.88417868965517
36,-118,July,1985,30.864209451612904
36,-118,February,2008,51.419598
36,-118,August,2006,21.642351193548382
36,-118,September,1994,29.5171831
36,-118,February,1996,60.98822082758621
36,-118,February,1994,56.48850217857143
36,-118,April,1964,42.226814
36,-118,December,1981,58.172671903225805
36,-118,December,1979,34.73596432258064
36,-118,August,2021,21.27844690322581
36,-118,November,2021,31.4219003
36,-118,September,1969,30.114307
36,-118,April,1977,35.88494
36,-118,February,1968,56.202538
36,-118,September,1979,28.1958121
36,-118,June,1989,32.11912
36,-118,June,1985,28.632184233333337
36,-118,October,2017,25.140737
36,-118,December,2021,53.06179777419355
36,-118,December,2023,50.41317216129032
36,-118,February,1982,61.334063785714285
36,-118,May,1952,37.077667
36,-118,January,1952,62.9582
36,-118,November,1972,55.58401
36,-118,June,1963,44.42001
36,-118,February,1986,64.40149489285714
36,-118,December,1970,65.05155
36,-118,December,1973,50.90571
36,-118,September,1986,38.1533524
36,-118,April,1958,58.28002
36,-118,November,1944,55.816086
36,-118,July,1944,19.829815
36,-118,June,2012,24.3271006
36,-118,May,1995,50.266166193548386
36,-118,April,2006,54.16303153333333
36,-118,November,1975,36.221313
36,-118,September,1948,24.238733
36,-118,June,1975,29.48818
36,-118,August,2007,24.93979851612903
36,-118,October,1948,39.504486
36,-118,February,2006,44.23332085714286
36,-118,November,1999,33.527718666666665
36,-118,December,2002,60.19100864516129
36,-118,March,2006,58.65650587096774
36,-118,October,1992,40.05153867741936
36,-118,February,1999,52.95685810714286
36,-118,September,2010,22.38445975
36,-118,October,1943,36.071396
36,-118,June,1943,28.677435
36,-118,May,1973,35.105103
36,-118,April,2021,32.013263183333336
36,-118,October,1942,28.955317
36,-118,November,2006,40.11678583333333
36,-118,January,2007,33.481023516129035
36,-118,May,2020,32.72389596774194
36,-118,May,1949,47.00594
36,-118,January,2004,54.358613935483874
36,-118,June,1969,41.317223
36,-118,October,2023,33.907944161290324
36,-118,September,2023,36.921801933333334
36,-118,February,2018,37.23491457142857
36,-118,February,1984,41.75937262068965
36,-118,December,1952,65.13514
36,-118,April,1948,54.38942
36,-118,January,1950,64.19538
36,-118,June,1960,27.15966
36,-118,May,1957,46.904682
36,-118,January,1970,55.38343
36,-118,June,2013,22.985561816666667
36,-118,October,1944,27.713297
36,-118,January,1966,50.137978
36,-118,May,1976,40.527836
36,-118,February,1966,52.831978
36,-118,May,1996,38.12342590322581
36,-118,March,1966,38.777813
36,-118,June,1940,27.902018
36,-118,December,1951,58.175087
36,-118,July,1991,29.124391774193548
36,-118,September,1951,25.654478
36,-118,July,1983,26.360984322580645
36,-118,May,1948,42.61554
36,-118,May,1961,44.99547
36,-118,June,1978,30.86663
36,-118,February,1948,49.77481
36,-118,December,2000,40.62937741935484
36,-118,December,2005,57.66668519354839
36,-118,February,1990,49.48177189285715
36,-118,January,1996,56.34939941935484
36,-118,March,1989,59.43283332258065
36,-118,July,1960,30.842243
36,-118,March,1986,54.87523722580645
36,-118,March,1984,41.52166135483871
36,-118,June,1995,37.3687328
36,-118,January,1967,58.533337
36,-118,November,2008,41.31477803333333
36,-118,April,1971,37.24935
36,-118,December,2013,37.900920322580646
36,-118,October,2006,37.19098424193548
36,-118,January,1995,74.98154390322581
36,-118,September,1984,38.8795383
36,-118,September,1985,45.53465786666667
36,-118,November,1977,32.633423
36,-118,August,1959,33.564014
36,-118,October,1945,54.016163
36,-118,February,1983,66.93658814285715
36,-118,September,1967,34.881844
36,-118,May,1950,34.25523
36,-118,January,1972,46.598442
36,-118,June,1970,27.194866
36,-118,October,1986,37.29503716129032
36,-118,May,1982,38.86173006451613
36,-118,July,2006,30.487940258064516
36,-118,April,2007,38.84421666666667
36,-118,April,1944,49.928154
36,-118,August,2008,24.83494641935484
36,-118,May,1975,35.62559
36,-118,May,1993,40.46178812903226
36,-118,February,2005,68.57360339285714
36,-118,May,1978,33.738316
36,-118,August,1978,29.831055
36,-118,April,1946,47.256344
36,-118,September,1990,32.152410466666666
36,-118,November,1997,53.2066483
36,-118,August,1951,24.41099
36,-118,November,1987,61.19568493333333
36,-118,December,2006,36.98754538709677
36,-118,December,1976,33.496307
36,-118,April,1968,36.507744
36,-118,February,2014,47.6164015
36,-118,September,2001,28.7222754
36,-118,September,1998,43.03002396666667
36,-118,July,1977,26.844053
36,-118,November,2007,32.079067183333336
36,-118,May,2022,28.41035235483871
36,-118,June,1947,35.59567
36,-118,May,2019,45.99164567741936
36,-118,April,1947,48.392895
36,-118,April,1962,40.42745
36,-118,August,1971,29.61489
36,-118,December,2017,24.706605106451615
36,-118,September,2020,19.135728933333333
36,-118,March,1967,54.558563
36,-118,July,2019,26.192759612903227
36,-118,June,1952,32.959595
36,-118,June,2002,28.864864433333334
36,-118,June,2007,22.078396633333337
36,-118,January,1957,62.306183
36,-118,December,1955,68.353035
36,-118,July,2007,25.952905032258062
36,-118,July,2004,27.76971522580645
36,-118,March,1944,56.52878
36,-118,June,2021,20.319333666666665
36,-118,June,2018,24.405877266666668
36,-118,April,1979,50.82263493333333
36,-118,December,2003,53.23713635483871
36,-118,February,1940,69.903496
36,-118,February,1975,57.423187
36,-118,January,1990,48.40493990322581
36,-118,August,2009,24.251224387096773
36,-118,November,1998,54.0083823
36,-118,September,1996,31.339806833333338
36,-118,November,1963,48.35029
36,-118,September,1940,31.769033
36,-118,December,2001,59.472578806451615
36,-118,March,2005,55.64109858064516
36,-118,March,2004,45.32064725806452
36,-118,July,1967,31.995537
36,-118,March,1942,47.76446
36,-118,February,1991,34.82685278571429
36,-118,August,2016,21.921820419354837
36,-118,November,2016,39.596098833333336
36,-118,November,2005,36.596007166666666
36,-118,January,1977,55.49168
36,-118,November,2011,46.30818708333334
36,-118,October,1964,33.43825
36,-118,September,1949,23.666681
36,-118,August,1949,27.89045
36,-118,May,1964,41.016434
36,-118,January,1994,39.377594903225805
36,-118,July,1940,21.417883
36,-118,January,1946,48.00566
36,-118,January,1980,62.61621687096774
36,-118,August,1974,28.026176
36,-118,March,1972,37.398983
36,-118,March,1945,59.024376
36,-118,April,1950,41.476414
36,-118,September,1945,26.139097
36,-118,October,1956,40.281403
36,-118,August,1950,22.874489
36,-118,June,2020,27.330427533333335
36,-118,February,1970,48.969837
36,-118,January,1976,36.640724
36,-118,October,1989,35.76010948387097
36,-118,February,1944,67.62047
36,-118,August,1958,32.60071
36,-118,January,1985,50.81846435483871
36,-118,July,1955,31.421879
36,-118,March,2009,47.27542938709677
36,-118,April,1951,47.02363
36,-118,July,1984,40.87364616129032
36,-118,November,2001,51.282480766666666
36,-118,August,1946,19.448948
36,-118,September,1993,26.987922883333333
36,-118,March,2007,35.02934690322581
36,-118,March,1970,48.49146
36,-118,June,1987,30.466090766666667
36,-118,February,1967,44.82576
36,-118,October,1988,26.945686258064516
36,-118,February,2009,59.71110339285714
36,-118,September,2009,22.82239845
36,-118,September,1973,30.247223
36,-118,December,1968,51.302444
36,-118,November,2009,31.7434018
36,-118,May,2014,26.35876783870968
36,-118,May,1947,38.811127
36,-118,May,2009,32.38467193548387
36,-118,May,2023,37.413424935483874
36,-118,February,1947,58.961357
36,-118,July,2008,28.49844970967742
36,-118,May,1944,37.905987
36,-118,December,1956,30.546108
36,-118,September,1982,43.43060703333333
36,-118,September,1941,25.292288
36,-118,February,2019,60.668308357142855
36,-118,May,1967,38.018906
36,-118,April,1972,40.44139
36,-118,February,1987,45.285319321428574
36,-118,March,1995,63.84446519354839
36,-118,February,1972,47.532204
36,-118,January,2017,63.47297277419355
36,-118,July,2014,25.51261641935484
36,-118,July,1966,28.648962
36,-118,May,1969,39.633167
36,-118,March,2003,53.00146064516129
36,-118,June,2016,23.9723739
36,-118,August,1940,19.304516
36,-118,January,1982,53.33677519354839
36,-118,December,1948,56.208847
36,-118,May,1990,36.63192322580645
36,-118,February,1988,43.096988
36,-118,November,1966,53.668266
36,-118,September,1995,29.738865866666668
36,-118,September,1970,22.76893
36,-118,November,1970,45.332043
36,-118,March,1949,63.25204
36,-118,June,2006,29.729509383333333
36,-118,August,1962,25.536001
36,-118,July,1995,30.118243225806452
36,-118,October,1987,39.03562274193549
36,-118,August,2003,35.39476858064516
36,-118,January,2001,49.344652258064514
36,-118,March,1988,42.70486941935483
36,-118,September,1999,29.943129483333333
36,-118,August,2020,22.492243516129033
36,-118,January,2014,34.29394958064516
36,-118,August,2014,25.906411516129033
36,-118,August,2013,27.843238741935483
36,-118,November,1991,44.74753293333333
36,-118,October,1993,35.530842451612905
36,-118,December,1966,57.926186
36,-118,September,1944,21.067898
36,-118,September,1983,36.3321252
36,-118,December,1941,66.11068
36,-118,February,1979,57.76854757142857
36,-118,August,1963,32.932858
36,-118,June,2004,31.988311966666668
36,-118,March,1963,49.050175
36,-118,August,1957,25.656658
36,-118,June,2010,32.5120388
36,-118,July,2018,28.244019322580645
36,-118,June,1990,29.5541201
36,-118,June,1988,32.44964566666667
36,-118,June,1980,37.585618466666666
36,-118,March,1969,54.113922
36,-118,July,1976,33.214046
36,-118,May,1959,39.550224
36,-118,March,1976,48.17405
36,-118,November,1976,38.121933
36,-118,December,1975,42.926132
36,-118,November,1996,52.3077691
36,-118,September,1997,41.8375571
36,-118,March,1948,54.79614
36,-118,February,1995,52.338216357142855
36,-118,April,1955,45.40229
36,-118,March,2002,36.40734338709677
36,-118,August,1970,28.000610000000002
36,-118,November,1990,32.55905896666667
36,-118,June,1983,33.787212133333334
36,-118,April,1941,60.669388
36,-118,June,1979,23.753093233333335
36,-118,November,1973,49.67429
36,-118,September,2007,36.0137074
36,-118,November,2012,37.648246433333334
36,-118,September,2003,24.849291433333335
36,-118,June,1991,33.50250726666667
36,-118,June,1993,34.38023223333333
36,-118,August,1966,30.354515
36,-118,January,2013,43.34057741935484
36,-118,January,2000,52.06928135483871
36,-118,July,1954,29.943695
36,-118,March,2001,59.308459516129034
36,-118,January,1944,51.467983
36,-118,August,1956,27.978079
36,-118,February,2020,39.77276351724138
36,-118,February,1981,55.164225071428575
36,-118,August,1972,28.918638
36,-118,May,1945,43.463825
36,-118,February,1950,58.147953
36,-118,March,1996,53.95159248387097
36,-118,August,2018,24.021845387096775
36,-118,June,1972,35.638386
36,-118,July,1998,32.447848645161294
36,-118,July,1963,30.232485
36,-118,June,1984,30.926919533333333
36,-118,September,1959,41.395126
36,-118,January,1940,65.894615
36,-118,March,1959,46.521835
36,-118,June,1959,30.153215
36,-118,December,1999,31.106568225806452
36,-118,March,2011,59.667460193548386
36,-118,May,1963,42.81957
36,-118,June,1955,33.545876
36,-118,September,1988,29.492074333333335
36,-118,December,1998,43.75515716129032
36,-118,June,1962,33.55158
36,-118,June,1981,27.5506592
36,-118,September,1950,36.755768
36,-118,January,1992,43.894923322580645
36,-118,July,2023,21.486510451612904
36,-118,August,1967,28.691801
36,-118,September,2002,28.09791841666667
36,-118,July,1969,34.350685
36,-118,September,2004,26.054637233333334
36,-118,August,2023,31.271944516129032
36,-118,January,2015,46.219157967741936
36,-118,March,2012,48.735787161290325
36,-118,June,1992,34.067455833333334
36,-118,June,2011,33.82109113333333
36,-118,June,2009,37.302380533333334
36,-118,December,1949,53.46258
36,-118,July,1950,26.831827
36,-118,February,1976,56.412827
36,-118,June,1948,35.418694
36,-118,June,1956,29.568926
36,-118,February,2023,46.86064725
36,-118,July,1959,28.998169
36,-118,May,1941,42.70229
36,-118,December,1957,53.385403
36,-118,May,2010,36.99955116129032
36,-118,November,1986,39.61553336666667
36,-118,December,1997,46.90852132258065
36,-118,August,2015,22.187233387096775
36,-118,October,1950,35.397427
36,-118,February,1969,69.2721
36,-118,March,1999,44.40892651612904
36,-118,June,2005,34.0419235
36,-118,June,1976,29.100313
36,-118,April,1940,54.66865
36,-118,January,1986,56.23057958064516
36,-118,May,1985,36.045048903225805
36,-118,January,1951,57.825405
36,-118,June,1997,41.683059666666665
36,-118,January,1983,55.960388225806454
36,-118,August,2017,25.940722903225804
36,-118,December,1965,56.30926
36,-118,February,1949,65.160545
36,-118,July,2000,28.23888629032258
36,-118,August,1954,28.369238
36,-118,March,1994,47.55091106451613
36,-118,December,1996,63.94909132258064
36,-118,February,1992,65.54959489655172
36,-118,April,2020,58.5167025
36,-118,August,2012,29.037660548387095
36,-118,September,1942,18.48779
36,-118,November,1989,31.931521033333333
36,-118,August,2011,28.465172645161292
36,-118,January,1965,57.09618
36,-118,September,2006,21.949164966666668
36,-118,March,1993,58.15667725806452
36,-118,September,1978,40.33781
36,-118,June,1998,45.17302026666667
36,-118,February,1962,68.86695
36,-118,March,2000,55.90011270967742
36,-118,September,1981,35.19348203333333
36,-118,May,1972,31.419525
36,-118,July,2016,19.75686922580645
36,-118,December,1963,38.83725
36,-118,August,2019,24.67475522580645
36,-118,July,2003,28.838267096774192
36,-118,October,1994,42.10380135483871
36,-118,May,1956,38.670147
36,-118,January,1962,46.837124
36,-118,January,1956,61.9593
36,-118,November,1962,36.424137
36,-118,May,1965,37.898727
36,-118,March,1992,62.37485548387097
36,-118,August,2005,26.554891209677415
36,-118,November,1993,38.99407623333333
36,-118,January,1955,56.8049
36,-118,March,1975,59.080097
36,-118,November,1941,38.242577
36,-118,April,1976,45.140232
36,-118,September,2000,29.1088511
36,-118,December,1993,41.98945541935484
36,-118,December,1972,53.02141
36,-118,January,1949,59.058228
36,-118,August,2004,29.729248370967746
36,-118,March,1997,38.04454216129032
36,-118,July,2009,23.703095903225808
36,-118,January,1988,57.5766655483871
36,-118,December,1992,56.50585516129032
36,-118,May,2008,36.70434129032258
36,-118,April,2022,35.71669446666667
36,-118,February,1955,55.19735
36,-118,May,2015,38.184101451612904
36,-118,February,1959,59.209347
36,-118,August,1964,33.272198
36,-118,January,1999,46.82151548387097
36,-118,January,1963,36.005356
36,-118,December,1954,49.601223
36,-118,July,1942,20.020897
36,-118,July,2013,27.40264951612903
36,-118,July,2002,27.073524645161292
36,-118,October,1965,22.897648
36,-118,September,2022,30.205082033333333
36,-118,January,1941,66.29433
36,-118,May,2011,41.01192387096774
36,-118,December,1974,50.732227
36,-118,March,2010,46.788171741935486
36,-118,February,1941,75.9899
36,-118,June,2001,28.29250233333333
36,-118,May,1942,41.037632
36,-118,June,1999,34.8774156
36,-118,December,1950,57.01008
36,-118,March,1962,56.752834
36,-118,July,2015,32.961619741935486
36,-118,July,1999,37.37864722580645
36,-118,May,1970,29.136133
36,-118,November,1988,48.0086169
36,-118,October,2018,33.53519277419355
36,-118,January,1981,55.73810883870968
36,-118,February,1954,45.388695
36,-118,January,1987,48.73631509677419
36,-118,July,1962,30.215302
36,-118,April,1952,51.116882
36,-118,June,1994,28.779745566666666
36,-118,December,1969,42.969368
36,-118,March,1956,43.241215
36,-118,June,2003,33.326634
36,-118,February,1965,46.957462
36,-118,October,1959,30.779846
36,-118,June,1982,38.0263038
36,-118,December,1994,51.79517703225807
36,-118,September,1992,29.134873666666667
36,-118,October,1941,41.415512
36,-118,September,2005,31.908468133333333
36,-118,July,2017,23.11466770967742
36,-118,June,1986,29.28671515
36,-118,July,1956,32.894203
36,-118,February,1974,46.98053
36,-118,June,1942,30.423214
36,-118,June,2000,30.8228733
36,-118,July,2012,27.46088280645161
36,-118,July,2011,32.58408696774194
36,-118,April,2005,43.34888363333334
36,-118,October,2021,36.33721708064516
36,-118,October,2019,22.00593348387097
36,-118,December,2004,52.396122
36,-118,February,1956,55.20294
36,-118,November,1942,45.166054
36,-118,April,1956,48.245106
36,-118,March,1978,63.789574
36,-118,July,2005,27.79290258064516
36,-118,June,1967,33.900646
36,-118,May,1981,41.101292838709675
36,-118,January,1989,43.87312793548387
36,-118,July,1994,30.29699606451613
36,-118,November,1959,25.901842
36,-118,January,2019,55.50633103225806
36,-118,May,1962,47.64454
36,-118,May,1966,33.50455
36,-118,January,1984,49.718850483870966
36,-118,October,2015,43.80051741935484
36,-118,October,2016,36.67308085483871
36,-118,July,2010,27.528793741935484
36,-118,October,2020,19.71468685483871
36,-118,July,1996,31.37271651612903
36,-118,July,2001,37.79565119354839
36,-118,June,2008,23.614321
36,-118,September,1974,22.901367
36,-118,August,1955,30.634558
36,-118,August,1976,35.39971
36,-118,July,1997,31.098159177419355
36,-118,November,1992,41.90270246666667
36,-118,September,2021,21.931638266666667
36,-118,March,1998,62.64105206451613
36,-118,December,1944,46.92632
36,-119,April,2018,55.88773603333333
36,-119,June,1977,43.970333
36,-119,April,2004,51.820299866666666
36,-119,April,2013,50.85322036666667
36,-119,May,1999,53.75103196774194
36,-119,February,1965,71.39907
36,-119,January,1963,60.526737
36,-119,July,1977,32.924747000000004
36,-119,November,1993,55.795414666666666
36,-119,May,1968,47.232544
36,-119,March,1995,72.95330041935483
36,-119,April,2020,63.62753936666667
36,-119,August,2003,48.59474293548387
36,-119,April,2015,40.171958
36,-119,November,2011,63.04225073333333
36,-119,March,1997,65.31488812903225
36,-119,September,1999,48.475870066666666
36,-119,November,2015,60.7269668
36,-119,April,2005,66.33043113333333
36,-119,November,1996,75.05945936666667
36,-119,November,1989,52.2450359
36,-119,April,1953,63.698986
36,-119,July,1965,41.42194
36,-119,March,2002,67.22842325806451
36,-119,May,1997,46.27152874193549
36,-119,November,2012,55.88585466666667
36,-119,February,1966,73.63926
36,-119,February,1952,73.55743
36,-119,June,1966,41.09178
36,-119,November,1995,62.5167026
36,-119,July,1963,41.53224
36,-119,November,1990,48.082064333333335
36,-119,April,2010,66.49622076666667
36,-119,August,1953,37.700443
36,-119,May,1966,52.12333
36,-119,November,1968,74.465225
36,-119,May,1995,68.2488505483871
36,-119,December,1943,64.684296
36,-119,June,1959,38.391468
36,-119,June,1968,34.21382
36,-119,March,1968,67.48821
36,-119,May,1998,70.61849903225807
36,-119,April,2014,46.659645966666666
36,-119,November,2013,47.0837862
36,-119,November,1991,63.97565866666667
36,-119,April,1979,64.90699646666667
36,-119,September,2000,48.75907636666667
36,-119,March,1973,75.483665
36,-119,May,1991,51.6856325483871
36,-119,January,1965,78.14358
36,-119,October,1956,61.560474
36,-119,June,1956,40.30976
36,-119,April,2011,65.7991402
36,-119,November,1992,69.6239771
36,-119,December,2001,74.86461203225807
36,-119,February,1943,67.815125
36,-119,July,1959,36.729084
36,-119,November,2016,51.55899866666667
36,-119,July,1943,24.94352
36,-119,November,2020,49.97577713333333
36,-119,December,1952,76.387115
36,-119,October,1953,52.214825
36,-119,May,1972,41.889565
36,-119,May,1956,59.05508
36,-119,April,2003,65.4724414
36,-119,February,1970,70.777435
36,-119,March,1966,69.08957
36,-119,October,1986,48.9896865483871
36,-119,March,2009,65.14900493548387
36,-119,June,1943,32.651016
36,-119,April,2002,63.385233166666666
36,-119,November,1986,51.593462
36,-119,November,1994,66.95738316666667
36,-119,March,1943,74.64325
36,-119,October,1959,48.212166
36,-119,November,1941,44.669937
36,-119,March,1983,74.76321509677419
36,-119,January,1941,68.96085
36,-119,November,1945,65.413795
36,-119,July,2017,26.198755612903227
36,-119,March,1960,70.80153
36,-119,January,1943,62.42058
36,-119,June,1965,49.818542
36,-119,November,2022,54.3477922
36,-119,September,1968,36.2898
36,-119,November,2010,64.11411
36,-119,May,1990,48.895804387096774
36,-119,November,2023,47.900589233333335
36,-119,May,1952,49.425663
36,-119,January,1989,74.72475777419355
36,-119,November,1956,52.606968
36,-119,July,1974,37.41123
36,-119,May,1996,47.30884764516129
36,-119,November,2019,43.16253556666667
36,-119,March,1956,68.258575
36,-119,November,1958,59.597496
36,-119,December,1992,73.77261732258064
36,-119,November,1987,77.4188728
36,-119,February,1974,69.2416
36,-119,September,1986,48.36837263333333
36,-119,March,1963,68.348145
36,-119,January,1953,77.59735
36,-119,June,1976,37.231617
36,-119,August,1957,32.93511
36,-119,February,1941,73.03755
36,-119,August,1963,41.964817
36,-119,April,2008,47.54421786666666
36,-119,October,1968,57.398735
36,-119,December,1974,72.2816
36,-119,April,1943,68.20845
36,-119,October,1980,46.10936841935484
36,-119,February,1947,73.15351
36,-119,November,1974,71.07087
36,-119,November,2018,42.39321493333333
36,-119,July,2004,36.66544558064516
36,-119,June,1958,42.998085
36,-119,August,2001,40.10067867741935
36,-119,June,2000,47.925190666666666
36,-119,September,1974,34.206894
36,-119,March,1941,71.22529
36,-119,April,2007,57.53143026666667
36,-119,October,1982,59.5125079032258
36,-119,May,1994,60.31860832258064
36,-119,June,1945,35.587994
36,-119,August,1974,35.32558
36,-119,May,1953,52.21019
36,-119,June,1960,36.06319
36,-119,January,1992,72.91855316129032
36,-119,April,1944,63.976833
36,-119,April,1952,69.81854
36,-119,October,1941,44.1295
36,-119,April,2006,74.21359453333334
36,-119,February,1977,66.00136
36,-119,May,1958,59.583305
36,-119,March,1946,69.205765
36,-119,September,1973,47.237232
36,-119,May,1943,39.4875
36,-119,December,1953,67.16349
36,-119,April,1970,52.405846
36,-119,October,1979,57.210215870967744
36,-119,April,2000,61.89956753333333
36,-119,January,2000,72.70778177419355
36,-119,March,1990,71.265807
36,-119,July,1966,38.46121
36,-119,September,1941,29.866444
36,-119,November,1999,64.31463223333333
36,-119,August,1995,42.70546467741936
36,-119,February,1963,77.45264
36,-119,November,2000,70.0156954
36,-119,August,1941,28.937408
36,-119,July,1941,25.700771
36,-119,June,1953,47.679356
36,-119,July,1956,37.291447
36,-119,March,1964,68.82499
36,-119,January,1985,73.50973048387097
36,-119,July,1952,32.57283
36,-119,March,1985,68.503581
36,-119,January,1991,69.2401054516129
36,-119,March,1998,75.48246706451613
36,-119,August,1977,37.630623
36,-119,October,1978,43.203148
36,-119,August,2006,32.713430967741935
36,-119,December,1977,71.628944
36,-119,November,1954,64.059456
36,-119,February,1986,76.74568721428571
36,-119,October,2023,48.41528206451613
36,-119,November,1988,65.50161243333334
36,-119,September,1988,43.13060933333333
36,-119,September,1953,44.110893
36,-119,September,1967,50.421623
36,-119,March,1982,75.7276096451613
36,-119,September,1956,38.33071
36,-119,January,1990,69.77197006451613
36,-119,August,2008,32.26368667741936
36,-119,December,1963,73.20934
36,-119,August,2000,41.39335558064517
36,-119,April,2017,64.26921703333333
36,-119,April,1992,61.413047733333336
36,-119,November,1984,72.0402313
36,-119,December,2019,70.18972783870967
36,-119,January,1956,78.10341
36,-119,December,1997,72.0609474516129
36,-119,March,1994,67.45590512903226
36,-119,August,1952,28.557072
36,-119,August,2009,32.69453416129032
36,-119,May,2001,48.02269264516129
36,-119,January,1977,74.32478
36,-119,June,2001,38.1613435
36,-119,January,1966,72.382095
36,-119,March,1958,70.928535
36,-119,April,2016,55.236188733333336
36,-119,July,1953,28.545677
36,-119,November,1960,73.61625
36,-119,March,1947,71.89084
36,-119,June,1947,42.427055
36,-119,May,1959,50.03349
36,-119,March,1993,74.757121483870975
36,-119,November,1997,70.23587756666667
36,-119,May,1977,57.615143
36,-119,July,1946,25.313309
36,-119,March,1976,65.49857
36,-119,March,1977,61.20428
36,-119,August,1998,43.989840838709675
36,-119,October,1977,45.904392
36,-119,June,2004,41.7781032
36,-119,October,1985,56.49993158064516
36,-119,March,1974,72.86251
36,-119,January,1974,76.18798
36,-119,September,1983,43.71155756666667
36,-119,March,2003,71.24348638709678
36,-119,September,1995,48.1162646
36,-119,January,1993,76.82347270967742
36,-119,February,1972,71.02007
36,-119,March,1999,73.02830729032259
36,-119,June,1998,67.38568066666667
36,-119,August,1978,36.969925
36,-119,November,1946,61.832508
36,-119,December,2022,69.01386377419355
36,-119,September,1945,25.752068
36,-119,October,1947,63.3745
36,-119,May,1982,53.776153709677416
36,-119,February,1945,74.53944
36,-119,November,1953,63.285957
36,-119,November,1998,74.83777046666667
36,-119,January,1952,74.27106
36,-119,March,1996,69.70308170967742
36,-119,April,1977,49.751358
36,-119,January,1978,75.98821
36,-119,April,1998,70.10795713333333
36,-119,February,1983,76.21299825
36,-119,August,1997,46.61563303225807
36,-119,April,1993,67.82192293333333
36,-119,May,1941,60.04553
36,-119,April,2001,66.74391176666667
36,-119,September,1954,40.408936
36,-119,May,1967,59.26973
36,-119,June,2011,52.03945946666666
36,-119,April,1963,69.84685
36,-119,June,2002,44.09567116666667
36,-119,September,1998,54.6094261
36,-119,March,2000,74.1829044516129
36,-119,January,2001,70.25253080645162
36,-119,September,1984,41.348156
36,-119,August,2010,31.705462516129032
36,-119,April,2012,62.10956183333333
36,-119,April,1997,51.8089107
36,-119,December,2009,69.13273122580645
36,-119,July,2009,29.11520780645161
36,-119,November,2014,55.9471571
36,-119,November,2017,57.96576556666667
36,-119,November,2009,55.050088433333336
36,-119,June,2007,31.167084133333333
36,-119,December,2018,74.3652913548387
36,-119,September,1987,39.4320579
36,-119,September,1996,46.311316
36,-119,December,1966,78.16993
36,-119,May,1973,46.488323
36,-119,October,1973,54.30999
36,-119,August,1989,38.46201996774194
36,-119,October,1945,53.23651
36,-119,October,1981,57.00212693548387
36,-119,June,1971,46.79564
36,-119,December,1987,73.75388006451612
36,-119,November,1977,58.56767
36,-119,December,2017,50.208756903225805
36,-119,January,2002,74.80614351612903
36,-119,March,1952,72.37005
36,-119,February,1979,72.78343357142857
36,-119,December,2020,54.34938264516129
36,-119,December,1946,73.78163
36,-119,August,1991,45.310587870967744
36,-119,March,2001,75.01091887096774
36,-119,August,1943,21.27239
36,-119,February,1956,71.54664
36,-119,October,1984,59.56432967741936
36,-119,July,1954,31.910458
36,-119,December,2021,69.2497554516129
36,-119,November,2021,59.300493833333334
36,-119,February,1959,71.32763
36,-119,May,1969,49.310463
36,-119,June,2006,45.8284089
36,-119,October,2021,39.80675525806451
36,-119,November,1952,60.310566
36,-119,August,1979,41.73693016129032
36,-119,June,2003,50.980554633333334
36,-119,May,1945,55.70409
36,-119,February,1953,69.84079
36,-119,December,1941,73.21203
36,-119,May,1974,47.302334
36,-119,June,1949,34.548607
36,-119,February,1971,70.71448
36,-119,December,2015,69.98545967741936
36,-119,January,1997,77.72562706451613
36,-119,April,1959,51.119743
36,-119,September,1952,36.132492
36,-119,February,1980,74.97146210344827
36,-119,September,1969,41.335625
36,-119,July,1993,43.401867193548384
36,-119,December,1960,70.81805
36,-119,August,1992,34.353918709677416
36,-119,December,2023,62.94995783870968
36,-119,June,1954,38.15181
36,-119,July,2008,36.92134558064516
36,-119,December,2013,47.5918715483871
36,-119,September,1981,42.4088832
36,-119,February,2022,52.49851410714286
36,-119,March,2023,68.57976664516129
36,-119,July,1964,41.18313
36,-119,June,1946,33.93232
36,-119,March,1984,68.83314796774194
36,-119,November,1982,73.82266536666667
36,-119,August,1999,47.23746506451613
36,-119,November,1969,55.81641
36,-119,July,1945,19.902527
36,-119,December,1990,59.368776612903225
36,-119,May,1961,59.064255
36,-119,July,1947,33.328217
36,-119,December,1988,72.22602658064515
36,-119,October,1954,47.17156
36,-119,September,1982,56.91454353333333
36,-119,March,1987,71.42107219354838
36,-119,January,1980,78.79771883870968
36,-119,September,1993,40.73047223333333
36,-119,August,2004,38.95839761290323
36,-119,August,2005,35.062767225806454
36,-119,August,1994,36.53913022580645
36,-119,April,1954,64.98837
36,-119,September,1943,23.014631
36,-119,May,1964,55.14106
36,-119,February,2015,61.89475675
36,-119,December,2016,70.50064719354839
36,-119,January,1995,77.26365322580645
36,-119,December,1995,73.675343
36,-119,February,2010,75.83724278571428
36,-119,March,1969,70.31657
36,-119,October,2006,55.12325029032258
36,-119,June,1969,47.537506
36,-119,November,1973,63.097828
36,-119,October,1958,43.242706
36,-119,October,1960,52.027832
36,-119,September,1946,23.670538
36,-119,September,1947,35.612747
36,-119,January,2008,70.53608574193548
36,-119,February,1960,72.12692
36,-119,July,2010,35.234710516129034
36,-119,February,1981,75.64135521428571
36,-119,August,1948,29.253277
36,-119,October,2017,33.63126164516129
36,-119,January,1994,67.52301932258065
36,-119,September,1980,41.93385466666667
36,-119,October,1949,37.6744
36,-119,April,1971,58.529953
