lat_coord,lon_coord,clust_n,max_trap,sum_trap,num_y,max_year,ob,year_ob,clust_lon,clust_lat,mean_cover,max_cover,Cropland,Temperate or sub-polar grassland,Temperate or sub-polar needleleaf forest,Temperate or sub-polar shrubland,Water,Urban and Built-up,Wetland,Barren Lands,Tropical or sub-tropical shrubland,Temperate or sub-polar broadleaf deciduous forest,Mixed Forest,Snow and Ice,Sub-polar taiga needleleaf forest,Sub-polar or polar grassland-lichen-moss,No data,Tropical or sub-tropical grassland,Tropical or sub-tropical broadleaf evergreen forest,Sub-polar or polar barren-lichen-moss,near_needle,Angiosperms,Gymnospermae,Abies,Acer,Alnus,Arbutus,Betula,Callitropsis,Celtis,Cercocarpus,Chamaecyparis,Chrysolepis,Fraxinus,Hesperocyparis,Juniperus,Larix,Notholithocarpus,Picea,Pinus,Populus,Prosopis,Pseudotsuga,Quercus,Robinia,Sequoiadendron,Thuja,Tsuga,Ulmus,Umbellularia,elev2
44.25,-115.5,326,36.4,37.599999999999994,6,2000,breaks3,2005,-115.508140408729,44.22093469666194,82.61583464312312,128.6092357635498,0,0.00872262212804769,0.5956396376401885,0.3948314872695966,0,0,0,0,0,0.01033512805238201,0,0,0,0,0,0,0,0,1,0,1,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078125,0.18679298642533937,0,0,0.7975820135746606,0,0,0,0,0,0,0,1951.25
44.25,-115.75,379,0.4,0.4,1,2014,breaks4,2014,-115.8717709677532,44.353390134365384,93.84188824333066,143.61578369140625,0.00794912559618442,0.04610492845786963,0.5274823529411764,0.4544996290408055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0065359477124183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1396291850073363,0,0,0.8538348672802455,0,0,0,0,0,0,0,1473.3333333333333
44.25,-115.75,379,1.2,3.1000000000000005,6,2001,breaks3,2005,-115.8717709677532,44.353390134365384,93.84188824333066,143.61578369140625,0.00794912559618442,0.04610492845786963,0.5274823529411764,0.4544996290408055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0065359477124183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1396291850073363,0,0,0.8538348672802455,0,0,0,0,0,0,0,1473.3333333333333
44.25,-115.75,379,29,32.2,7,1983,breaks1,1987,-115.8717709677532,44.353390134365384,93.84188824333066,143.61578369140625,0.00794912559618442,0.04610492845786963,0.5274823529411764,0.4544996290408055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0065359477124183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1396291850073363,0,0,0.8538348672802455,0,0,0,0,0,0,0,1473.3333333333333
44.25,-115.75,379,4.8,10.6,9,1991,breaks2,1996,-115.8717709677532,44.353390134365384,93.84188824333066,143.61578369140625,0.00794912559618442,0.04610492845786963,0.5274823529411764,0.4544996290408055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0065359477124183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1396291850073363,0,0,0.8538348672802455,0,0,0,0,0,0,0,1473.3333333333333
44.25,-115.75,379,56.6,157.45000000000002,9,2019,breaks5,2023,-115.8717709677532,44.353390134365384,93.84188824333066,143.61578369140625,0.00794912559618442,0.04610492845786963,0.5274823529411764,0.4544996290408055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0065359477124183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1396291850073363,0,0,0.8538348672802455,0,0,0,0,0,0,0,1473.3333333333333
44.25,-115.75,427,0.6,0.6,6,1992,breaks2,1996,-115.66910233823027,44.26691812325683,82.66069339319453,126.88904825846356,0,0.01909307875894988,0.6593329193827807,0.2691740973076214,0.07183772476551067,0,0,0,0,0.05171042163882259,0,0,0,0,0,0,0,0,1,0,1,0.04267973856209151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00999999999999999,0.2628758169934641,0,0,0.6844444444444444,0,0,0,0,0,0,0,1856.3333333333333
44.25,-115.75,427,1.8,2,6,2001,breaks3,2005,-115.66910233823027,44.26691812325683,82.66069339319453,126.88904825846356,0,0.01909307875894988,0.6593329193827807,0.2691740973076214,0.07183772476551067,0,0,0,0,0.05171042163882259,0,0,0,0,0,0,0,0,1,0,1,0.04267973856209151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00999999999999999,0.2628758169934641,0,0,0.6844444444444444,0,0,0,0,0,0,0,1856.3333333333333
44.25,-116,300,11.8,17,6,1991,breaks2,1996,-116.03069225099794,44.18925066040733,99.21791136422414,168.12299346923828,0.00477845352996173,0.02682118447803631,0.5323697191051953,0.44286896585905583,0,0,0,0,0,0.03926514561312397,0,0,0,0,0,0,0,0,1,0,1,0.1120741593340633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244155354449472,0.2992805913574221,0,0,0.5642297138635675,0,0,0,0,0,0,0,1697.7857142857142
44.25,-116,300,14.2,26,6,2001,breaks3,2005,-116.03069225099794,44.18925066040733,99.21791136422414,168.12299346923828,0.00477845352996173,0.02682118447803631,0.5323697191051953,0.44286896585905583,0,0,0,0,0,0.03926514561312397,0,0,0,0,0,0,0,0,1,0,1,0.1120741593340633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244155354449472,0.2992805913574221,0,0,0.5642297138635675,0,0,0,0,0,0,0,1697.7857142857142
44.25,-116,300,5.8,7.199999999999999,3,2011,breaks4,2014,-116.03069225099794,44.18925066040733,99.21791136422414,168.12299346923828,0.00477845352996173,0.02682118447803631,0.5323697191051953,0.44286896585905583,0,0,0,0,0,0.03926514561312397,0,0,0,0,0,0,0,0,1,0,1,0.1120741593340633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244155354449472,0.2992805913574221,0,0,0.5642297138635675,0,0,0,0,0,0,0,1697.7857142857142
44.25,-116,300,96.6,228.4,9,2018,breaks5,2023,-116.03069225099794,44.18925066040733,99.21791136422414,168.12299346923828,0.00477845352996173,0.02682118447803631,0.5323697191051953,0.44286896585905583,0,0,0,0,0,0.03926514561312397,0,0,0,0,0,0,0,0,1,0,1,0.1120741593340633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244155354449472,0.2992805913574221,0,0,0.5642297138635675,0,0,0,0,0,0,0,1697.7857142857142
44.25,-116.25,50,1,1,1,2014,breaks4,2014,-116.20883275002927,44.35833405458149,102.33822711750484,171.20325215657553,0.00397901272054296,0.02506549808656206,0.4325515990318969,0.55736912489159,0,0,0,0,0,0.00238663484486873,0,0,0,0,0,0,0,0,1,0,1,0.17151315654466914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01161041339612768,0.4206689085890767,0,0,0.3962075214701265,0,0,0,0,0,0,0,1580.5
44.25,-116.25,50,27.6,87.05,6,2000,breaks3,2005,-116.20883275002927,44.35833405458149,102.33822711750484,171.20325215657553,0.00397901272054296,0.02506549808656206,0.4325515990318969,0.55736912489159,0,0,0,0,0,0.00238663484486873,0,0,0,0,0,0,0,0,1,0,1,0.17151315654466914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01161041339612768,0.4206689085890767,0,0,0.3962075214701265,0,0,0,0,0,0,0,1580.5
44.25,-116.25,50,54,58.2,6,1991,breaks2,1996,-116.20883275002927,44.35833405458149,102.33822711750484,171.20325215657553,0.00397901272054296,0.02506549808656206,0.4325515990318969,0.55736912489159,0,0,0,0,0,0.00238663484486873,0,0,0,0,0,0,0,0,1,0,1,0.17151315654466914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01161041339612768,0.4206689085890767,0,0,0.3962075214701265,0,0,0,0,0,0,0,1580.5
44.25,-116.25,50,65.2,215.6,9,2016,breaks5,2023,-116.20883275002927,44.35833405458149,102.33822711750484,171.20325215657553,0.00397901272054296,0.02506549808656206,0.4325515990318969,0.55736912489159,0,0,0,0,0,0.00238663484486873,0,0,0,0,0,0,0,0,1,0,1,0.17151315654466914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01161041339612768,0.4206689085890767,0,0,0.3962075214701265,0,0,0,0,0,0,0,1580.5
44.25,-118,380,1,2.7,7,2006,breaks4,2013,-118.12374020986223,44.268120006924946,108.74750214308276,192.7863922119141,0,0.00717422882044125,0.1951561167600101,0.7976696544195486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.12244897959183672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5510204081632654,0,0,0.32653061224489793,0,0,0,0,0,0,0,1834
44.25,-118,380,26.8,63.6,9,1998,breaks3,2004,-118.12374020986223,44.268120006924946,108.74750214308276,192.7863922119141,0,0.00717422882044125,0.1951561167600101,0.7976696544195486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.12244897959183672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5510204081632654,0,0,0.32653061224489793,0,0,0,0,0,0,0,1834
44.25,-118,380,27.6,29.6,4,2018,breaks5,2022,-118.12374020986223,44.268120006924946,108.74750214308276,192.7863922119141,0,0.00717422882044125,0.1951561167600101,0.7976696544195486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.12244897959183672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5510204081632654,0,0,0.32653061224489793,0,0,0,0,0,0,0,1834
44.25,-118,380,4,9.4,7,1983,breaks1,1986,-118.12374020986223,44.268120006924946,108.74750214308276,192.7863922119141,0,0.00717422882044125,0.1951561167600101,0.7976696544195486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.12244897959183672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5510204081632654,0,0,0.32653061224489793,0,0,0,0,0,0,0,1834
44.25,-118,380,9.2,17.866666667,9,1990,breaks2,1995,-118.12374020986223,44.268120006924946,108.74750214308276,192.7863922119141,0,0.00717422882044125,0.1951561167600101,0.7976696544195486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.12244897959183672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5510204081632654,0,0,0.32653061224489793,0,0,0,0,0,0,0,1834
44.25,-118.25,43,0,0,3,1984,breaks1,1986,-118.33918444310122,44.21999761062129,125.8576949892173,236.49959564208984,0,0.01831020925232418,0.6134737097116093,0.3682160810360665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.3716326530612245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5983673469387756,0,0,0.03,0,0,0,0,0,0,0,1615.5
44.25,-118.25,43,21.4,59.60000000000001,9,1998,breaks3,2004,-118.33918444310122,44.21999761062129,125.8576949892173,236.49959564208984,0,0.01831020925232418,0.6134737097116093,0.3682160810360665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.3716326530612245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5983673469387756,0,0,0.03,0,0,0,0,0,0,0,1615.5
44.25,-118.25,43,33.2,90.4,8,2007,breaks4,2013,-118.33918444310122,44.21999761062129,125.8576949892173,236.49959564208984,0,0.01831020925232418,0.6134737097116093,0.3682160810360665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.3716326530612245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5983673469387756,0,0,0.03,0,0,0,0,0,0,0,1615.5
44.25,-118.25,43,34.2,59.6,9,2018,breaks5,2022,-118.33918444310122,44.21999761062129,125.8576949892173,236.49959564208984,0,0.01831020925232418,0.6134737097116093,0.3682160810360665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.3716326530612245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5983673469387756,0,0,0.03,0,0,0,0,0,0,0,1615.5
44.25,-118.25,43,77.25,91.25,9,1992,breaks2,1995,-118.33918444310122,44.21999761062129,125.8576949892173,236.49959564208984,0,0.01831020925232418,0.6134737097116093,0.3682160810360665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.3716326530612245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5983673469387756,0,0,0.03,0,0,0,0,0,0,0,1615.5
44.25,-118.5,239,15.2,44.4,8,1991,breaks2,1994,-118.51715998304704,44.30194603162911,150.2429449472697,228.65363693237305,0,0.06108338608130084,0.6668797106823632,0.27203690323633606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.7655831563394588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16028719179979686,0,0,0.07412965186074429,0,0,0,0,0,0,0,1847.5
44.25,-118.5,239,15.8,26.6,8,1998,breaks3,2003,-118.51715998304704,44.30194603162911,150.2429449472697,228.65363693237305,0,0.06108338608130084,0.6668797106823632,0.27203690323633606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.7655831563394588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16028719179979686,0,0,0.07412965186074429,0,0,0,0,0,0,0,1847.5
44.25,-118.5,239,4.8,6.2,8,2018,breaks5,2021,-118.51715998304704,44.30194603162911,150.2429449472697,228.65363693237305,0,0.06108338608130084,0.6668797106823632,0.27203690323633606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.7655831563394588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16028719179979686,0,0,0.07412965186074429,0,0,0,0,0,0,0,1847.5
44.25,-118.5,239,7.2,24.799999999999997,9,2005,breaks4,2012,-118.51715998304704,44.30194603162911,150.2429449472697,228.65363693237305,0,0.06108338608130084,0.6668797106823632,0.27203690323633606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.7655831563394588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16028719179979686,0,0,0.07412965186074429,0,0,0,0,0,0,0,1847.5
44.25,-118.5,239,8.4,12,3,1982,breaks1,1985,-118.51715998304704,44.30194603162911,150.2429449472697,228.65363693237305,0,0.06108338608130084,0.6668797106823632,0.27203690323633606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.7655831563394588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16028719179979686,0,0,0.07412965186074429,0,0,0,0,0,0,0,1847.5
44.25,-118.75,334,1.8,1.8,1,1986,breaks1,1986,-118.72400971753844,44.358503156517216,105.71105488270577,235.3787384033203,0.01392050844242079,0.04612502371466515,0.42504584835262127,0.5149086194902928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2877777777777778,0,0,0,0,0,0,0,0,0,0,0,0.07333333333333333,0,0,0,0.6055555555555556,0,0,0.03333333333333333,0,0,0,0,0,0,0,1443
44.25,-118.75,334,18.6,18.8,3,2017,breaks5,2022,-118.72400971753844,44.358503156517216,105.71105488270577,235.3787384033203,0.01392050844242079,0.04612502371466515,0.42504584835262127,0.5149086194902928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2877777777777778,0,0,0,0,0,0,0,0,0,0,0,0.07333333333333333,0,0,0,0.6055555555555556,0,0,0.03333333333333333,0,0,0,0,0,0,0,1443
44.25,-118.75,334,24.4,61.8,8,1990,breaks2,1995,-118.72400971753844,44.358503156517216,105.71105488270577,235.3787384033203,0.01392050844242079,0.04612502371466515,0.42504584835262127,0.5149086194902928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2877777777777778,0,0,0,0,0,0,0,0,0,0,0,0.07333333333333333,0,0,0,0.6055555555555556,0,0,0.03333333333333333,0,0,0,0,0,0,0,1443
44.25,-118.75,334,6.8,11.8,6,2001,breaks3,2004,-118.72400971753844,44.358503156517216,105.71105488270577,235.3787384033203,0.01392050844242079,0.04612502371466515,0.42504584835262127,0.5149086194902928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2877777777777778,0,0,0,0,0,0,0,0,0,0,0,0.07333333333333333,0,0,0,0.6055555555555556,0,0,0.03333333333333333,0,0,0,0,0,0,0,1443
44.25,-118.75,334,9,12.8,9,2005,breaks4,2013,-118.72400971753844,44.358503156517216,105.71105488270577,235.3787384033203,0.01392050844242079,0.04612502371466515,0.42504584835262127,0.5149086194902928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2877777777777778,0,0,0,0,0,0,0,0,0,0,0,0.07333333333333333,0,0,0,0.6055555555555556,0,0,0.03333333333333333,0,0,0,0,0,0,0,1443
44.25,-118.75,377,20,20.4,4,1981,breaks1,1986,-118.68208,44.22581000000001,120.16851998678912,179.336181640625,0,0.00714853057982525,0.8586179507545671,0.13423351866560762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.28846153846153844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6923076923076924,0,0,0.01923076923076923,0,0,0,0,0,0,0,1748
44.25,-118.75,377,42.2,136.06666667,9,2018,breaks5,2022,-118.68208,44.22581000000001,120.16851998678912,179.336181640625,0,0.00714853057982525,0.8586179507545671,0.13423351866560762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.28846153846153844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6923076923076924,0,0,0.01923076923076923,0,0,0,0,0,0,0,1748
44.25,-118.75,377,43.25,79.85,8,2006,breaks4,2013,-118.68208,44.22581000000001,120.16851998678912,179.336181640625,0,0.00714853057982525,0.8586179507545671,0.13423351866560762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.28846153846153844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6923076923076924,0,0,0.01923076923076923,0,0,0,0,0,0,0,1748
44.25,-118.75,377,45.2,71,9,1998,breaks3,2004,-118.68208,44.22581000000001,120.16851998678912,179.336181640625,0,0.00714853057982525,0.8586179507545671,0.13423351866560762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.28846153846153844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6923076923076924,0,0,0.01923076923076923,0,0,0,0,0,0,0,1748
44.25,-118.75,377,61.4,66.8,9,1992,breaks2,1995,-118.68208,44.22581000000001,120.16851998678912,179.336181640625,0,0.00714853057982525,0.8586179507545671,0.13423351866560762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.28846153846153844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6923076923076924,0,0,0.01923076923076923,0,0,0,0,0,0,0,1748
44.25,-119,413,16.8,50.79999999999999,9,2000,breaks3,2004,-118.91740534033386,44.25727428240532,111.14992013046744,200.25873819986975,0.0095732087623945,0.02115725244691892,0.5425196029537059,0.4369934229067518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.03360544217687074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8527891156462586,0,0,0.11360544217687074,0,0,0,0,0,0,0,1425.3333333333333
44.25,-119,413,31.4,81.4,9,2007,breaks4,2013,-118.91740534033386,44.25727428240532,111.14992013046744,200.25873819986975,0.0095732087623945,0.02115725244691892,0.5425196029537059,0.4369934229067518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.03360544217687074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8527891156462586,0,0,0.11360544217687074,0,0,0,0,0,0,0,1425.3333333333333
44.25,-119,413,40.4,87.39999999999999,8,2018,breaks5,2022,-118.91740534033386,44.25727428240532,111.14992013046744,200.25873819986975,0.0095732087623945,0.02115725244691892,0.5425196029537059,0.4369934229067518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.03360544217687074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8527891156462586,0,0,0.11360544217687074,0,0,0,0,0,0,0,1425.3333333333333
44.25,-119,413,44,125.2,7,1982,breaks1,1986,-118.91740534033386,44.25727428240532,111.14992013046744,200.25873819986975,0.0095732087623945,0.02115725244691892,0.5425196029537059,0.4369934229067518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.03360544217687074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8527891156462586,0,0,0.11360544217687074,0,0,0,0,0,0,0,1425.3333333333333
44.25,-119,413,50.4,164.6,9,1990,breaks2,1995,-118.91740534033386,44.25727428240532,111.14992013046744,200.25873819986975,0.0095732087623945,0.02115725244691892,0.5425196029537059,0.4369934229067518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.03360544217687074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8527891156462586,0,0,0.11360544217687074,0,0,0,0,0,0,0,1425.3333333333333
44.25,-119.25,166,16.6,25.6,9,1990,breaks2,1994,-119.32490581395226,44.17031117268439,125.80818875552995,188.3029988606771,0,0,0.730820960613597,0.2691790393864029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.3194662480376766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6068812140240711,0,0,0.07365253793825222,0,0,0,0,0,0,0,1597.3333333333333
44.25,-119.25,166,23.6,44.00333333300001,8,2018,breaks5,2021,-119.32490581395226,44.17031117268439,125.80818875552995,188.3029988606771,0,0,0.730820960613597,0.2691790393864029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.3194662480376766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6068812140240711,0,0,0.07365253793825222,0,0,0,0,0,0,0,1597.3333333333333
44.25,-119.25,166,25.6,68.35000000000001,9,2000,breaks3,2003,-119.32490581395226,44.17031117268439,125.80818875552995,188.3029988606771,0,0,0.730820960613597,0.2691790393864029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.3194662480376766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6068812140240711,0,0,0.07365253793825222,0,0,0,0,0,0,0,1597.3333333333333
44.25,-119.25,166,36.4,40.4,5,1981,breaks1,1985,-119.32490581395226,44.17031117268439,125.80818875552995,188.3029988606771,0,0,0.730820960613597,0.2691790393864029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.3194662480376766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6068812140240711,0,0,0.07365253793825222,0,0,0,0,0,0,0,1597.3333333333333
44.25,-119.25,166,40.6,81.99999999999999,9,2007,breaks4,2012,-119.32490581395226,44.17031117268439,125.80818875552995,188.3029988606771,0,0,0.730820960613597,0.2691790393864029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.3194662480376766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6068812140240711,0,0,0.07365253793825222,0,0,0,0,0,0,0,1597.3333333333333
44.25,-119.25,38,12.8,17.933333333,9,1990,breaks2,1995,-119.29902165702812,44.34035102333163,148.45506108774265,251.8178965250651,0,0.03574265289912629,0.5543624812373487,0.4337233011296091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.7294444444444445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18916666666666668,0,0,0.0813888888888889,0,0,0,0,0,0,0,1774.6666666666667
44.25,-119.25,38,19.8,56.599999999999994,8,2018,breaks5,2022,-119.29902165702812,44.34035102333163,148.45506108774265,251.8178965250651,0,0.03574265289912629,0.5543624812373487,0.4337233011296091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.7294444444444445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18916666666666668,0,0,0.0813888888888889,0,0,0,0,0,0,0,1774.6666666666667
44.25,-119.25,38,2.4,3,5,1981,breaks1,1986,-119.29902165702812,44.34035102333163,148.45506108774265,251.8178965250651,0,0.03574265289912629,0.5543624812373487,0.4337233011296091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.7294444444444445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18916666666666668,0,0,0.0813888888888889,0,0,0,0,0,0,0,1774.6666666666667
44.25,-119.25,38,49.6,117.6,9,2007,breaks4,2013,-119.29902165702812,44.34035102333163,148.45506108774265,251.8178965250651,0,0.03574265289912629,0.5543624812373487,0.4337233011296091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.7294444444444445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18916666666666668,0,0,0.0813888888888889,0,0,0,0,0,0,0,1774.6666666666667
44.25,-119.25,38,71,208.95,9,1998,breaks3,2004,-119.29902165702812,44.34035102333163,148.45506108774265,251.8178965250651,0,0.03574265289912629,0.5543624812373487,0.4337233011296091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.7294444444444445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18916666666666668,0,0,0.0813888888888889,0,0,0,0,0,0,0,1774.6666666666667
44.25,-119.25,389,15.4,24.7,8,2018,breaks5,2022,-119.16375668737076,44.23889006215813,97.06238764785152,179.33618927001953,0.03585657370517928,0.03265474300094768,0.5559860795481558,0.3934308905983068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8020833333333333,0,0,0.01041666666666666,0,0,0,0,0,0,0,1518.5
44.25,-119.25,389,39.4,54.65,9,2007,breaks4,2013,-119.16375668737076,44.23889006215813,97.06238764785152,179.33618927001953,0.03585657370517928,0.03265474300094768,0.5559860795481558,0.3934308905983068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8020833333333333,0,0,0.01041666666666666,0,0,0,0,0,0,0,1518.5
44.25,-119.25,389,4.6,7,5,1982,breaks1,1986,-119.16375668737076,44.23889006215813,97.06238764785152,179.33618927001953,0.03585657370517928,0.03265474300094768,0.5559860795481558,0.3934308905983068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8020833333333333,0,0,0.01041666666666666,0,0,0,0,0,0,0,1518.5
44.25,-119.25,389,6.8,20,9,1999,breaks3,2004,-119.16375668737076,44.23889006215813,97.06238764785152,179.33618927001953,0.03585657370517928,0.03265474300094768,0.5559860795481558,0.3934308905983068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8020833333333333,0,0,0.01041666666666666,0,0,0,0,0,0,0,1518.5
44.25,-119.25,389,67.8,159.2,8,1992,breaks2,1995,-119.16375668737076,44.23889006215813,97.06238764785152,179.33618927001953,0.03585657370517928,0.03265474300094768,0.5559860795481558,0.3934308905983068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8020833333333333,0,0,0.01041666666666666,0,0,0,0,0,0,0,1518.5
44.25,-119.5,285,10.8,11.2,3,2006,breaks4,2013,-119.58313,44.25670000000001,51.956794438499536,98.63490295410156,0,0,0.00554235946159936,0.9944576405384006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3404255319148936,0,0,0.6595744680851063,0,0,0,0,0,0,0,1262
44.25,-119.5,285,34.4,63,6,2000,breaks3,2004,-119.58313,44.25670000000001,51.956794438499536,98.63490295410156,0,0,0.00554235946159936,0.9944576405384006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3404255319148936,0,0,0.6595744680851063,0,0,0,0,0,0,0,1262
