lat,lon,source,manual_id
45.84573342665568,-117.60217436831908,Defoliation surveys,40743
45.84594461961292,-117.86677737644924,Defoliation surveys,42596
45.84646468164013,-117.58554139406289,Defoliation surveys,44626
45.846480397571774,-117.54932039027231,Defoliation surveys,49702
45.84669209920058,-117.06517898679591,Defoliation surveys,41368
45.84692999171571,-117.82854985634614,Defoliation surveys,44579
45.847416167743766,-117.86681029402384,Defoliation surveys,44578
45.847577557417154,-117.67559923933776,Defoliation surveys,40690
45.847869240033624,-117.80078091875394,Defoliation surveys,40822
45.848442211533936,-117.3296159926553,Defoliation surveys,41332
45.849810823748555,-117.84764295033622,Defoliation surveys,44580
45.85000145527216,-117.66177611006154,Defoliation surveys,40765
45.85025840185929,-117.28949589694147,Defoliation surveys,41321
45.8511256962926,-117.30876122606304,Defoliation surveys,41345
45.85129606032897,-117.12461064588103,Defoliation surveys,41362
45.85280389892619,-117.777771670299,Defoliation surveys,40005
45.85291213784421,-117.74097622218498,Defoliation surveys,40025
45.85636211227812,-117.72345422441076,Defoliation surveys,40027
45.856485054298304,-117.78063092091942,Defoliation surveys,40815
45.85674238101728,-117.09837359730156,Defoliation surveys,41366
45.857412473846985,-116.8636496800958,Defoliation surveys,44024
45.85790309363,-117.79250406319942,Defoliation surveys,47585
45.85876644808485,-118.0570738722564,Defoliation surveys,41151
45.858982683532346,-118.03834051017547,Defoliation surveys,41135
45.86064385540164,-117.89268252946786,Defoliation surveys,42588
45.861338129651514,-117.08013077061914,Defoliation surveys,41371
45.86402221474707,-117.11550872738476,Defoliation surveys,41369
45.86402357592067,-117.8612926546497,Defoliation surveys,42597
45.86492194188544,-117.79123589756054,Defoliation surveys,40074
45.865020466582685,-117.7640155878468,Defoliation surveys,40086
45.8656680810877,-113.09898356869712,Defoliation surveys,49971
45.86624040488089,-117.91790439321493,Defoliation surveys,47586
45.866264304401554,-118.13167888083396,Defoliation surveys,41003
45.86663793441421,-117.87654676691824,Defoliation surveys,42591
45.86669329421892,-117.76293897033848,Defoliation surveys,40814
45.866784579977534,-117.91965235579806,Defoliation surveys,42595
45.86743192393629,-117.74144832823424,Defoliation surveys,40818
45.86804726738223,-117.74007912032512,Defoliation surveys,43662
45.86815313881691,-115.52990429562594,Defoliation surveys,47533
45.86839592004696,-115.75948914975916,Defoliation surveys,47471
45.86895413861608,-115.547376741454,Defoliation surveys,47534
45.869686235769365,-118.07475035244268,Defoliation surveys,41080
45.86970450799396,-117.74508151333735,Defoliation surveys,40040
45.8700025787493,-118.02337255958786,Defoliation surveys,41022
45.87045149280591,-117.71141230434662,Defoliation surveys,40003
45.870658864594034,-117.717936303948,Defoliation surveys,40785
45.87069345259304,-117.77676438414728,Defoliation surveys,47587
45.87165245407855,-117.80918219700207,Defoliation surveys,40063
45.87243496717043,-118.0017964887452,Defoliation surveys,40973
45.873374751941654,-117.72929942383786,Defoliation surveys,40083
45.87384123985217,-117.92461617629507,Defoliation surveys,47588
45.87405637279346,-118.0522528369095,Defoliation surveys,43605
45.87439379901761,-117.84484025246728,Defoliation surveys,44860
45.87476999672425,-117.80531532150084,Defoliation surveys,44581
45.87503473292487,-118.1031178861144,Defoliation surveys,41083
45.87509370901679,-118.04803663591224,Defoliation surveys,41190
45.87518012902089,-117.85963231496734,Defoliation surveys,42459
45.87525061507997,-118.08281528553611,Defoliation surveys,43606
45.87525234368394,-117.78727679410844,Defoliation surveys,47589
45.87527204452368,-118.05880581552282,Defoliation surveys,43607
45.87574445320758,-117.09768300181702,Defoliation surveys,41367
45.87614918748506,-117.69468680659774,Defoliation surveys,40020
45.87715496041117,-117.78082539480828,Defoliation surveys,47590
45.878437854080936,-118.0365226595595,Defoliation surveys,43608
45.87846893598143,-117.82712166908976,Defoliation surveys,47591
45.87890826854012,-115.78527620668444,Defoliation surveys,47714
45.879062331214634,-117.9080382695092,Defoliation surveys,42462
45.87924119437687,-117.84111053002565,Defoliation surveys,42457
45.879705672938954,-117.98038253584154,Defoliation surveys,41213
45.879860172188074,-117.89146453616692,Defoliation surveys,42592
45.88076540178045,-117.82639795605505,Defoliation surveys,40090
45.88098619561172,-117.85610002629464,Defoliation surveys,47592
45.88164344235944,-118.07630597642904,Defoliation surveys,40901
45.88208676697757,-117.75864060859284,Defoliation surveys,40041
45.88228847614192,-117.77030376692568,Defoliation surveys,47593
45.88243273581056,-117.75252424550838,Defoliation surveys,40800
45.882552219029726,-117.778198650677,Defoliation surveys,40032
45.88289549784528,-117.84063899740292,Defoliation surveys,47594
45.88349278479388,-117.83040026820044,Defoliation surveys,44861
45.88381762751519,-117.82561308501022,Defoliation surveys,44582
45.88414982488048,-117.63719885942314,Defoliation surveys,40070
45.88456562440242,-117.7960037522197,Defoliation surveys,40046
45.885256228797665,-117.671108869419,Defoliation surveys,40026
45.88553155029375,-117.73234096377293,Defoliation surveys,40821
45.88571632125306,-117.80707311128472,Defoliation surveys,47595
45.88680172857593,-118.01271130991488,Defoliation surveys,40952
45.887133355306446,-115.76852795576876,Defoliation surveys,47472
45.887353269492806,-117.96144410568893,Defoliation surveys,40949
45.8875335230203,-117.8714036694148,Defoliation surveys,42602
45.88757808280551,-116.96979971342648,Defoliation surveys,44025
45.8876051899501,-115.79883491591328,Defoliation surveys,47715
45.887648187635435,-118.18096888603522,Defoliation surveys,45219
45.88808153415716,-117.99105371025426,Defoliation surveys,40993
45.88840990164197,-117.65451021840792,Defoliation surveys,40002
45.88873606258285,-117.72295061253672,Defoliation surveys,40035
45.88882357015629,-117.79750128512438,Defoliation surveys,47596
45.88903252808366,-115.40325832057732,Defoliation surveys,47535
45.88957174091694,-117.62183018776936,Defoliation surveys,40004
45.89000523325416,-117.90596344460089,Defoliation surveys,42599
45.89030974977404,-117.70568525478542,Defoliation surveys,40013
45.89049090603036,-117.74268315233736,Defoliation surveys,40054
45.89089349430165,-118.02865594281047,Defoliation surveys,41158
45.89091779615927,-117.71317989074848,Defoliation surveys,40788
45.8910343740538,-117.84465903825516,Defoliation surveys,40006
45.89106299846384,-117.7687662241345,Defoliation surveys,40834
45.89110814197676,-118.05365698905062,Defoliation surveys,41205
45.89112065665354,-117.87502420159991,Defoliation surveys,40847
45.89112211970146,-117.81146044086726,Defoliation surveys,40050
45.89133757280977,-117.81211914288112,Defoliation surveys,40279
45.89139390926102,-117.85042368082443,Defoliation surveys,40816
45.89142542917015,-117.87862360842172,Defoliation surveys,42460
45.89171238289829,-117.6875777174104,Defoliation surveys,40024
45.891784476378376,-117.83044711020436,Defoliation surveys,40796
45.89251365615285,-117.91861502595778,Defoliation surveys,40813
45.894282860157475,-117.70215752637417,Defoliation surveys,40307
45.89494845917432,-117.86023691083156,Defoliation surveys,42458
45.89498743526681,-117.85827451161906,Defoliation surveys,47597
45.895337468107336,-117.66683001454784,Defoliation surveys,40842
45.89565540370493,-117.8106214197623,Defoliation surveys,44583
45.89577588027262,-117.69131380013376,Defoliation surveys,40810
45.89589749686555,-117.89611692758102,Defoliation surveys,40831
45.896245321833845,-117.80910479945555,Defoliation surveys,40825
45.89636606988485,-117.85110573968691,Defoliation surveys,42594
45.89667013222534,-117.79525814585536,Defoliation surveys,40281
45.896767112643694,-118.00144486557583,Defoliation surveys,40900
45.896903377230515,-117.6082963133844,Defoliation surveys,40049
45.897091051990365,-117.78726215080164,Defoliation surveys,40830
45.897234071315935,-117.9104994706822,Defoliation surveys,42463
45.89729948620255,-117.7631472109163,Defoliation surveys,47598
45.89741852710619,-117.7650147219937,Defoliation surveys,40081
45.897509440503256,-117.92276341512012,Defoliation surveys,47599
45.897516062746384,-115.57846304731112,Defoliation surveys,47537
45.898758279332206,-117.82768164848316,Defoliation surveys,40030
45.89878839900694,-117.83961692980816,Defoliation surveys,42461
45.89971403414206,-117.88706673760626,Defoliation surveys,42601
45.899881061092,-115.53815279790363,Defoliation surveys,47536
45.900092613038275,-117.63958177400518,Defoliation surveys,40072
45.90010723729701,-117.68273389141012,Defoliation surveys,40325
45.90040720408182,-117.85101662722076,Defoliation surveys,47347
45.900565622922315,-117.7489867540408,Defoliation surveys,40849
45.9009821285445,-117.66416385638124,Defoliation surveys,40316
45.90149085198589,-117.78916845039832,Defoliation surveys,40056
45.90151547289899,-115.82647541485592,Defoliation surveys,42952
45.90181634482828,-117.65494504619956,Defoliation surveys,44922
45.90184308381074,-117.0735714618644,Defoliation surveys,44026
45.90256080080879,-117.9736577730716,Defoliation surveys,40910
45.902573839663184,-115.56499158931216,Defoliation surveys,49170
45.90280536838671,-118.04217978197563,Defoliation surveys,40872
45.90291556022369,-117.62946344312054,Defoliation surveys,40787
45.90325575397577,-117.8282667177878,Defoliation surveys,40277
45.903753795159815,-117.6754663427232,Defoliation surveys,40082
45.90424800093651,-117.78603278100944,Defoliation surveys,47600
45.90437345115389,-117.75253936830146,Defoliation surveys,47601
45.904998938641995,-117.7287803847303,Defoliation surveys,40786
45.9051180740127,-117.8594321125492,Defoliation surveys,40840
45.905160374153205,-117.6596927919552,Defoliation surveys,40071
45.90562271805504,-117.84653530699694,Defoliation surveys,40008
45.90585737727201,-117.92121494645394,Defoliation surveys,47602
45.90592025440488,-117.7347496117459,Defoliation surveys,40014
45.9059259364354,-117.9218497689564,Defoliation surveys,49898
45.90600319220903,-117.596588068145,Defoliation surveys,40012
45.90624509670554,-118.07357055028064,Defoliation surveys,43609
45.906493937722466,-117.70019951178712,Defoliation surveys,40089
45.90672410209357,-117.7168357271455,Defoliation surveys,40044
45.90731933954888,-117.8665316853645,Defoliation surveys,42600
45.90740894034399,-117.78556611958426,Defoliation surveys,44584
45.90786950185588,-117.70782376557771,Defoliation surveys,40804
45.9078805247504,-117.7035825757459,Defoliation surveys,40315
45.908252230129875,-115.6859821096458,Defoliation surveys,47538
45.90827430066419,-118.04853266150332,Defoliation surveys,43610
45.908558031995206,-117.83011518105074,Defoliation surveys,40806
45.90883524884281,-117.80925299633282,Defoliation surveys,40023
45.90889988052626,-117.82580942487158,Defoliation surveys,44585
45.908911111945336,-117.63573324163984,Defoliation surveys,44923
45.90937554482381,-117.61324008505046,Defoliation surveys,40783
45.909606507841374,-115.57186301233727,Defoliation surveys,47539
45.90999017360078,-117.99055731275496,Defoliation surveys,41031
45.91024467242719,-117.67349733906256,Defoliation surveys,40793
45.91042670930769,-117.75364783090896,Defoliation surveys,40031
45.910608403949645,-116.99135645478415,Defoliation surveys,44027
45.91062088340767,-117.61850256947687,Defoliation surveys,40011
45.910648099839136,-117.87620244806152,Defoliation surveys,40801
45.910834724561305,-118.014089216378,Defoliation surveys,40942
45.911150573044296,-117.90195875301052,Defoliation surveys,42593
45.91129117291055,-117.81103204132776,Defoliation surveys,40278
45.911711940657774,-117.91885574252694,Defoliation surveys,42464
45.91178439061359,-117.65316297347547,Defoliation surveys,40824
45.912254364094125,-117.79095218444148,Defoliation surveys,40280
45.91228823335547,-117.60699504437169,Defoliation surveys,40310
45.91260805153185,-118.03175458574314,Defoliation surveys,40966
45.912662146230325,-117.80717639053982,Defoliation surveys,40792
45.912678975892554,-118.05375292790008,Defoliation surveys,40924
45.91296939541893,-117.7738577505994,Defoliation surveys,40017
45.913378901105744,-117.76621311688385,Defoliation surveys,40837
45.91392067570533,-117.68646357790328,Defoliation surveys,40039
45.914145537456854,-117.79388275116176,Defoliation surveys,47603
45.91414677899648,-115.8111720942018,Defoliation surveys,47716
45.91525211799883,-115.78771737485631,Defoliation surveys,47473
45.916099604497504,-117.68885363341668,Defoliation surveys,40832
45.916151592787514,-117.9566381114438,Defoliation surveys,40971
45.91618601194183,-117.58357996556438,Defoliation surveys,40016
45.91625591175269,-117.76876452630007,Defoliation surveys,43626
45.91652021369276,-117.63461502573467,Defoliation surveys,40075
45.91652451492611,-115.68111525344078,Defoliation surveys,49171
45.91669674711262,-117.8265503277358,Defoliation surveys,40028
45.91736600077456,-118.06754104719056,Defoliation surveys,40888
45.91779690519387,-117.78559706528333,Defoliation surveys,40823
45.91797278258797,-117.88049729041352,Defoliation surveys,42598
45.91805475889174,-117.84905958801735,Defoliation surveys,40811
45.91830482151248,-117.98899943206166,Defoliation surveys,43611
45.91848407625811,-117.67177988264828,Defoliation surveys,40320
45.91935755107371,-115.57160466216496,Defoliation surveys,47540
45.91973963844338,-117.71367734024648,Defoliation surveys,40311
45.91987546506984,-117.65296606494708,Defoliation surveys,40312
45.91999190186681,-115.7896575815122,Defoliation surveys,47717
45.91999344858995,-117.59789233711454,Defoliation surveys,40807
45.9201151038519,-115.85371352119314,Defoliation surveys,47474
45.92021384247094,-117.6502505877099,Defoliation surveys,40036
45.9208898406544,-117.74499723599396,Defoliation surveys,40776
45.92102253992891,-115.82675346499283,Defoliation surveys,42951
45.92117372761164,-117.92200258819274,Defoliation surveys,44862
45.92121744604861,-117.6902803226268,Defoliation surveys,40305
45.92122331658027,-115.51762770972628,Defoliation surveys,47541
45.92124640199721,-115.68000188847424,Defoliation surveys,47542
45.92144587209928,-117.89582384215691,Defoliation surveys,40779
45.921618653979714,-117.79305787734516,Defoliation surveys,40033
45.92187985674423,-117.72497585903024,Defoliation surveys,40062
45.92206771177349,-118.0418341986527,Defoliation surveys,43612
45.922210230673166,-117.56278098944786,Defoliation surveys,40067
45.922433836773685,-115.801371837724,Defoliation surveys,42953
45.92335215464035,-117.63020033405982,Defoliation surveys,40826
45.92378457591416,-117.74318382904166,Defoliation surveys,40042
45.92378882238776,-117.54486143927063,Defoliation surveys,40844
45.92386524116523,-117.70447361631808,Defoliation surveys,40009
45.92386657181729,-117.66830808806122,Defoliation surveys,40021
45.9243725124029,-117.89467716633474,Defoliation surveys,47348
45.924453786566616,-117.54186185873652,Defoliation surveys,40059
45.92450756598531,-117.72257583706252,Defoliation surveys,40850
45.924704389258856,-118.064723157319,Defoliation surveys,43613
45.92475246488563,-117.58245198304388,Defoliation surveys,40803
45.9250102982845,-117.84504285574316,Defoliation surveys,44863
45.925353136717405,-117.97485759907362,Defoliation surveys,40989
45.925553226653086,-118.08334262043434,Defoliation surveys,40897
45.925991903473935,-115.69176829036616,Defoliation surveys,47543
45.92609458638125,-117.73516103939166,Defoliation surveys,40309
45.9264549192951,-117.52202343092225,Defoliation surveys,40833
45.92651114221683,-117.70416306207422,Defoliation surveys,40797
45.926696103250706,-117.52284628605692,Defoliation surveys,40084
45.926772534225655,-117.61375839081384,Defoliation surveys,40777
45.927188858166346,-117.6026016377585,Defoliation surveys,40029
45.92742616575036,-117.59165542286348,Defoliation surveys,40318
45.92762379652128,-117.56553095120114,Defoliation surveys,40817
45.92846347800751,-118.02827514025546,Defoliation surveys,41121
45.928611877580664,-115.70282347078412,Defoliation surveys,47718
45.92892843064875,-117.6635163207271,Defoliation surveys,40784
45.929479725835776,-117.64534884796733,Defoliation surveys,40798
45.92983929223083,-117.86591909995852,Defoliation surveys,44586
45.929978976859736,-117.77477836552649,Defoliation surveys,40076
45.930168522602045,-117.80822444989136,Defoliation surveys,40051
45.93029796023511,-117.6208224982014,Defoliation surveys,40058
45.93102662934648,-116.9744298566298,Defoliation surveys,44028
45.93121811826107,-117.61547660222816,Defoliation surveys,40313
45.93133527640165,-117.68495913156146,Defoliation surveys,40019
45.93141329605862,-115.69705919971598,Defoliation surveys,49172
45.93147010257543,-117.80029889962547,Defoliation surveys,40791
45.93194559918424,-118.04690820888072,Defoliation surveys,40904
45.93201072654654,-115.59650998221647,Defoliation surveys,47544
45.93206109879364,-117.50409499853647,Defoliation surveys,40055
45.93235064937331,-115.57312641258773,Defoliation surveys,47546
45.93242381173712,-117.7565557179441,Defoliation surveys,40037
45.9328388411607,-118.01120394289217,Defoliation surveys,40957
45.93302599274655,-115.90946846705828,Defoliation surveys,47475
45.93328543137859,-115.7061186135089,Defoliation surveys,47545
45.93352679739502,-117.63930840651112,Defoliation surveys,40306
45.93359172601436,-117.68273650984092,Defoliation surveys,40819
45.93395595257867,-117.79922856109006,Defoliation surveys,43627
45.93511139723048,-117.71863059683623,Defoliation surveys,40314
45.93522921660284,-117.77727115810548,Defoliation surveys,43628
45.93556837656957,-117.58183375455508,Defoliation surveys,40045
45.935701670691145,-117.89583669456977,Defoliation surveys,40790
45.93618543852585,-118.05096058790052,Defoliation surveys,43614
45.93625262486744,-117.67372781167973,Defoliation surveys,40323
45.936268680591255,-117.85451302057504,Defoliation surveys,40843
45.93629544687839,-117.75943778283931,Defoliation surveys,40846
45.93659346010586,-115.68336340457444,Defoliation surveys,47547
45.93681628273398,-117.73260866765231,Defoliation surveys,40078
45.937529474333225,-117.78042928360442,Defoliation surveys,40836
45.93765328434559,-117.7012891747782,Defoliation surveys,40326
45.93790628475661,-118.0712821152664,Defoliation surveys,40992
45.9380627219958,-117.63934783001672,Defoliation surveys,40010
45.93837023606253,-117.5362861017317,Defoliation surveys,40838
45.938561082796646,-117.90963991603316,Defoliation surveys,40805
45.9392257133,-117.71102537281946,Defoliation surveys,40061
45.93970080028633,-117.73328523073712,Defoliation surveys,40794
45.93978680339168,-115.7875927918017,Defoliation surveys,47719
45.9399352943293,-117.65745446565138,Defoliation surveys,40321
45.939944328870695,-117.6602969389552,Defoliation surveys,40022
45.940009385110415,-115.51668708703056,Defoliation surveys,47548
45.94070026955903,-117.90269605262436,Defoliation surveys,44864
45.94086011592212,-117.5545314955574,Defoliation surveys,40848
45.94181184808511,-117.87511885637603,Defoliation surveys,44865
45.941884097533475,-117.59949163754231,Defoliation surveys,40839
45.942807746832365,-117.96486186631208,Defoliation surveys,41216
45.94332367900988,-117.58172813007025,Defoliation surveys,40829
45.94338280771692,-117.6176921773094,Defoliation surveys,40820
45.9441424718435,-117.70453657395085,Defoliation surveys,40782
45.9446039469233,-117.54502792239973,Defoliation surveys,40073
45.94504939572609,-117.9375864380678,Defoliation surveys,47292
45.94510294895126,-117.56541274314364,Defoliation surveys,40018
45.94512559053536,-117.63682463911334,Defoliation surveys,40789
45.94562667623872,-117.7881594355524,Defoliation surveys,40007
45.946059650480045,-117.7398530398223,Defoliation surveys,43663
45.94612343560112,-118.02741219723514,Defoliation surveys,41107
45.94616316157736,-117.68530621027496,Defoliation surveys,40319
45.94636580576082,-117.69000964027296,Defoliation surveys,40079
45.94663508836719,-117.59749922382063,Defoliation surveys,40043
45.947162568219404,-117.60998780859995,Defoliation surveys,40324
45.94744991849909,-115.7693653510012,Defoliation surveys,42954
45.94748337334058,-115.42575385507055,Defoliation surveys,47549
45.94751743785693,-117.52015995913344,Defoliation surveys,40038
45.94755283523699,-118.00510201492156,Defoliation surveys,40885
45.94821786409901,-117.65782532565515,Defoliation surveys,40809
45.94842603817501,-115.8188557731988,Defoliation surveys,47720
45.94849342529678,-115.7092540035505,Defoliation surveys,47550
45.94885076887481,-118.05394926697238,Defoliation surveys,41059
45.94909002640044,-117.62995323989338,Defoliation surveys,40322
45.949127007795155,-117.91966182541124,Defoliation surveys,47293
45.94919066803184,-117.88506918962489,Defoliation surveys,44587
45.94933997924848,-117.76815908958064,Defoliation surveys,40052
45.94990970590542,-117.679071794047,Defoliation surveys,40835
45.95051589583907,-117.61801230490887,Defoliation surveys,40001
45.95062838055408,-117.74662618160528,Defoliation surveys,40065
45.95109283627974,-115.68309160760842,Defoliation surveys,47551
45.95125047085165,-118.06916492508078,Defoliation surveys,40275
45.95130935451091,-117.72407723331304,Defoliation surveys,40015
45.952686506315246,-115.38968653965046,Defoliation surveys,49247
45.953261135638435,-117.5678186021374,Defoliation surveys,40827
45.95343813616374,-118.07669955112212,Defoliation surveys,40954
45.95346978610621,-117.90436688596937,Defoliation surveys,44588
45.95348102821129,-118.11284087141038,Defoliation surveys,43585
45.95383069083413,-117.93549930987388,Defoliation surveys,47294
45.954149328124835,-117.67452336058824,Defoliation surveys,40057
45.95417758910549,-117.91967084034113,Defoliation surveys,40781
45.95428368891707,-118.05077576465104,Defoliation surveys,40274
45.95443531752278,-115.40595484893385,Defoliation surveys,49248
45.95454346566456,-115.71483601840528,Defoliation surveys,49173
45.954546703816845,-115.83703553918932,Defoliation surveys,47476
45.954644118292656,-117.53567249100124,Defoliation surveys,40799
45.95561161621539,-117.64867949899448,Defoliation surveys,40317
45.95644372607817,-115.75023847892749,Defoliation surveys,42957
45.95712466087282,-117.99179066799444,Defoliation surveys,41206
45.95748457336623,-117.99798283567874,Defoliation surveys,43615
45.95776195576941,-117.65522061253264,Defoliation surveys,40064
45.95815905219008,-117.7013317550318,Defoliation surveys,40088
45.95847540966743,-115.38579798003818,Defoliation surveys,47553
45.95854968520429,-117.6708345797642,Defoliation surveys,40308
45.95860444743156,-117.55174426570704,Defoliation surveys,40841
45.958854234763386,-117.6368049229072,Defoliation surveys,40077
45.95890019263509,-115.75410447268897,Defoliation surveys,47721
45.95948155354694,-117.98381221821342,Defoliation surveys,47295
45.960446559599816,-118.08706991677543,Defoliation surveys,40276
45.960611913976216,-117.90455798376765,Defoliation surveys,40802
45.96081819563819,-117.84969063521255,Defoliation surveys,40854
45.96089627893194,-117.53518095437092,Defoliation surveys,40080
45.96142558813436,-115.74185575774716,Defoliation surveys,49174
45.96198046121207,-117.57873201861211,Defoliation surveys,40047
45.96205674384079,-117.8262525461206,Defoliation surveys,40858
45.962342983936914,-117.8060495173658,Defoliation surveys,40855
45.96317985262549,-118.0428342810184,Defoliation surveys,41210
45.9632083597,-117.80078272855935,Defoliation surveys,40048
45.96322454699694,-117.92180100821184,Defoliation surveys,44589
45.963271903267376,-117.8963638834983,Defoliation surveys,42606
45.96360218974563,-117.87814499225944,Defoliation surveys,42603
45.96439902028478,-117.90009175800245,Defoliation surveys,47296
45.96442461029537,-118.02576675926214,Defoliation surveys,40883
45.964447532676544,-115.8069524445907,Defoliation surveys,42956
45.965340909284144,-117.92348501503622,Defoliation surveys,47298
45.96545159440827,-117.97581558815352,Defoliation surveys,47297
45.966284511591226,-117.5998158692887,Defoliation surveys,40053
45.96662447616772,-117.5562158492734,Defoliation surveys,40066
45.96683457351522,-117.97691093848373,Defoliation surveys,41012
45.96712409834878,-118.0089215595547,Defoliation surveys,40923
45.96733280250402,-118.06226438381904,Defoliation surveys,40960
45.96885835740876,-118.0219991332622,Defoliation surveys,43617
45.9690474107194,-117.97376083359998,Defoliation surveys,43616
45.970208186125824,-115.8364121017441,Defoliation surveys,47477
45.97053284355471,-115.382608617602,Defoliation surveys,42960
45.97156212262182,-115.59107409685204,Defoliation surveys,47552
45.97217564865865,-117.91803284432746,Defoliation surveys,47299
45.97242680879662,-117.68019570226228,Defoliation surveys,40068
45.97256717950274,-117.61976216095373,Defoliation surveys,40060
45.97455953133388,-115.32507963616528,Defoliation surveys,49249
45.97470279502645,-115.48136839214656,Defoliation surveys,42965
45.97681123320765,-115.34471151725504,Defoliation surveys,49250
45.97703309459598,-117.66097767725662,Defoliation surveys,40087
45.97708239907897,-115.36277157045468,Defoliation surveys,42963
45.97715710415421,-118.11651517777835,Defoliation surveys,43586
45.97753101357824,-117.872435004612,Defoliation surveys,42605
45.97774963376071,-118.12288513481604,Defoliation surveys,43587
45.97781560676787,-115.4140673034409,Defoliation surveys,42971
45.97807327514044,-117.9072981201482,Defoliation surveys,47300
45.978137017762016,-117.64084067704307,Defoliation surveys,40034
45.97833283125099,-117.78776523702946,Defoliation surveys,40085
45.97867022927079,-117.9935598769148,Defoliation surveys,40932
45.97907307871005,-117.7452938898676,Defoliation surveys,43414
45.979267195561995,-115.24447791514493,Defoliation surveys,49251
45.97939844282582,-115.34189949029268,Defoliation surveys,42972
45.97942395607911,-115.43639775486594,Defoliation surveys,42961
45.97965256244208,-117.7214979376309,Defoliation surveys,41124
45.98024180869644,-118.04573327008956,Defoliation surveys,40919
45.98074436126713,-117.81160509592664,Defoliation surveys,40856
45.9814906618142,-117.8344490556465,Defoliation surveys,40853
45.981604582272446,-115.77046944433054,Defoliation surveys,47479
45.98165033185332,-115.32000858885203,Defoliation surveys,42967
45.98234711550202,-115.39552197366925,Defoliation surveys,42959
45.982404640222825,-117.9644045275293,Defoliation surveys,43629
45.98247517443632,-117.6358399437041,Defoliation surveys,43685
45.98267784690761,-117.74174898060652,Defoliation surveys,40944
45.98295107657888,-115.61128956761485,Defoliation surveys,47554
45.98328382582181,-115.72872648721236,Defoliation surveys,47480
45.983455228127646,-117.5919876371633,Defoliation surveys,44924
45.983883507861776,-118.03070805152122,Defoliation surveys,41169
45.983959052375965,-117.85171567325132,Defoliation surveys,43630
45.98476115614809,-117.9552622893288,Defoliation surveys,40909
45.98646585938476,-117.76420733493164,Defoliation surveys,40965
45.98713794545549,-118.01243033782472,Defoliation surveys,41117
45.98730140396248,-115.46121367716589,Defoliation surveys,42964
45.98734948421552,-117.65514945935584,Defoliation surveys,44627
45.98737737064419,-117.703062405092,Defoliation surveys,41088
45.987430131194415,-118.05612961865154,Defoliation surveys,40930
45.987640063744294,-117.58326427714064,Defoliation surveys,44925
45.98808740158273,-117.57937708323396,Defoliation surveys,40963
45.98837416721019,-117.97456249309296,Defoliation surveys,40922
45.98855290772924,-117.8880711822598,Defoliation surveys,42604
45.98931741383271,-115.70274660264032,Defoliation surveys,47478
45.990489661479835,-115.76837664929262,Defoliation surveys,47483
45.99116747891063,-115.72411580476864,Defoliation surveys,47481
45.99165984270363,-117.60412142862693,Defoliation surveys,44926
45.99174210006913,-115.80327331288584,Defoliation surveys,42955
45.99185698077087,-117.6027759334427,Defoliation surveys,41099
45.992096771984606,-117.7615332421378,Defoliation surveys,43631
45.9924648878268,-115.63874295940236,Defoliation surveys,47555
45.99298274358913,-117.8196312524261,Defoliation surveys,43632
45.99303554407697,-115.81503470115156,Defoliation surveys,47482
45.99351160278107,-115.24766431986144,Defoliation surveys,49252
45.99388925904457,-115.4309681645048,Defoliation surveys,42958
45.99404456800157,-115.5024843727845,Defoliation surveys,47556
45.994099003334966,-117.85299071543282,Defoliation surveys,40851
45.994511687195875,-117.46989911322342,Defoliation surveys,41109
45.994638634882975,-115.37522990596368,Defoliation surveys,42968
45.99479770259393,-117.6844249181864,Defoliation surveys,40863
45.99568153419297,-117.51582762167632,Defoliation surveys,41054
45.99631053688626,-115.44933397565836,Defoliation surveys,42962
45.99632222806911,-117.64773522946044,Defoliation surveys,44628
45.99728743825591,-117.49097515491192,Defoliation surveys,41144
45.99739470047998,-115.54460437662868,Defoliation surveys,47557
45.9976045066042,-115.39962545000895,Defoliation surveys,42969
45.99763605340867,-117.9944361027554,Defoliation surveys,41032
45.99922625632069,-117.62527630056472,Defoliation surveys,41106
46.00046548040493,-115.7691137993519,Defoliation surveys,47484
46.0008175362986,-118.0229616074576,Defoliation surveys,41143
46.0009461249022,-117.77705313612498,Defoliation surveys,40984
46.00136281208468,-115.35415407614558,Defoliation surveys,42970
46.00148224247456,-117.74775921606316,Defoliation surveys,40980
46.00164967777471,-117.81174135662992,Defoliation surveys,40857
46.00167994965848,-117.94233165599589,Defoliation surveys,41202
46.00168002840544,-117.72168026868148,Defoliation surveys,40987
46.00178938924481,-118.0416149994698,Defoliation surveys,41160
46.00191971457316,-117.74592379902248,Defoliation surveys,43634
46.00263149793863,-117.66584081473654,Defoliation surveys,41171
46.002946608426946,-117.7521899699971,Defoliation surveys,44866
46.00308356421564,-117.869949531822,Defoliation surveys,40852
46.00371967745646,-117.95723004867745,Defoliation surveys,40937
46.00386994253243,-115.82244112597638,Defoliation surveys,47485
46.00388401714746,-117.53524206048245,Defoliation surveys,40110
46.00403902446975,-115.33208691093606,Defoliation surveys,42966
46.00454078010067,-117.64574926841183,Defoliation surveys,40939
46.00486944630808,-115.55973308143086,Defoliation surveys,49175
46.00570173622021,-118.05524106838104,Defoliation surveys,41134
46.00580820608887,-115.46988736925684,Defoliation surveys,47558
46.00589197948195,-117.51583979528743,Defoliation surveys,40111
46.00631379121021,-117.5831266458427,Defoliation surveys,40918
