clust,lat,lon,manual_id,PlotName,years_trapped,max_trap,ID,X,Y,dist_cent
65,43.88333,-119.25461,193,Yellowjacket,41,103.2,1742,-119.20275103730414,43.931161800891296,6752.754193806674
66,40.570997,-121.438226,803,Badger,25,4,108,-121.43822600000001,40.570997,1.2033515180856594e-9
67,44.96109,-121.5524,1198,Badger_Cr_2,17,59.2,110,-121.55240000000002,44.96109,1.1212390297136702e-9
67,44.96109,-121.5524,1197,Badger_Cr_1,17,51.6,109,-121.55240000000002,44.96109,1.1212390297136702e-9
68,47.59575,-120.13231,1244,Badger_Mtn,13,2.4,111,-120.13231,47.595749999999995,0
69,40.478635,-121.593829,1441,Bailey_Creek,34,21.4,112,-121.56066591978619,40.42468473007401,6618.448072411136
69,40.370725,-121.527556,796,Morgan,27,82.8,1065,-121.56066591978619,40.42468473007401,6618.386124766896
70,38.464048,-120.122505,1083,Mattley_2,26,45,1011,-120.14570557806958,38.437348285584555,3589.662725089621
70,38.410644,-120.168889,107,Bailey_Ridge_Stn,18,36.8,113,-120.14570557806958,38.437348285584555,3589.6463299818074
70,38.464048,-120.122505,1082,Mattley_1,26,22.4,1010,-120.14570557806958,38.437348285584555,3589.662725089621
71,34.42979,-111.261416,15,Washington_Park,20,26,1658,-111.31991413337198,34.441037932395105,5519.488273892276
71,34.452258,-111.378428,2,Baker_Butte,15,7.4,114,-111.31991413337198,34.441037932395105,5519.498418232863
72,48.30234,-117.40311,1363,Flower_Trail_SO,21,9.2,607,-117.36855973469908,48.260214734494824,5340.113123623174
72,48.20614,-117.27869,1150,Baker_Lake,26,5.8,115,-117.36855973469908,48.260214734494824,8984.814377310511
72,48.30125,-117.41168,623,Winchester_Cr,38,12.8,1717,-117.36855973469908,48.260214734494824,5573.405851373306
72,48.23108,-117.38091,622,Power_Lk,37,2.8,1232,-117.36855973469908,48.260214734494824,3366.991158885987
73,43.36415,-121.38179,1623,Mowich,3,0.4,1080,-121.37981855053282,43.31944501690448,4969.268720306668
73,43.27474,-121.37785,1624,Bald,1,0,116,-121.37981855053282,43.31944501690448,4969.229730761802
74,46.92536,-116.66394,2278,Quartz Creek,7,96.2,1262,-116.63139501225011,47.01009057655677,9739.68578793914
74,47.06491,-116.64329,2197,North-South Ski Area,42,107.2,1121,-116.63139501225011,47.01009057655677,6161.051225358415
74,46.98951,-116.63855,2239,Flynn Butte,38,96.4,610,-116.63139501225011,47.01009057655677,2351.785372533792
74,46.94464,-116.6393,2199,Laird Park IDL,1,0,904,-116.63139501225011,47.01009057655677,7300.9845664737895
74,47.03648648,-116.553025,2198,Bald Mountain,36,53.8,117,-116.63139501225011,47.01009057655677,6641.377078950259
74,47.1041,-116.59044,2196,Emida Peak,42,75.8,571,-116.63139501225011,47.01009057655677,10904.567014921502
74,46.994232,-116.705583,2260,Macumber Meadows,17,52.2,997,-116.63139501225011,47.01009057655677,5911.242339903495
74,47.01608,-116.59205,2148,Little Bald Mtn.,20,61.6,933,-116.63139501225011,47.01009057655677,3064.8959481224224
74,47.06699,-116.68606,2167,East Dennis,47,101.2,545,-116.63139501225011,47.01009057655677,7567.957705621928
74,46.95851,-116.60161,2200,North Fork Palouse River,41,83.2,1115,-116.63139501225011,47.01009057655677,6165.730408645636
75,46.577444,-115.852467,2135,Bald Mtn 1,23,36,118,-115.85145769608458,46.56904102246586,937.2950794376843
75,46.53795,-115.91787,2134,Bargamin Cr,22,35.6,134,-115.85145769608458,46.56904102246586,6154.945918569756
75,46.59169,-115.78397,2137,Summit Landing,23,14.6,1523,-115.85145769608458,46.56904102246586,5753.062716055514
76,43.680907,-114.400353,2385,Bald Mtn Ski Area,9,10.2,119,-114.39870948283539,43.68028039677323,149.6991367414326
76,43.67965377,-114.397066,2021,Warm Springs,8,14.8,1653,-114.39870948283539,43.68028039677323,149.69912028123235
77,45.74667,-118.16861,388,Dick_Spr,41,32.3,512,-118.09956631769352,45.74113147257904,5408.121654524766
77,45.78076,-118.04579,400,Bald_Mtn,33,2.4,120,-118.09956631769352,45.74113147257904,6074.764424453852
77,45.69593,-118.08428,394,Ninemile,43,4.8,1111,-118.09956631769352,45.74113147257904,5162.993548654848
78,45.623779999999996,-117.96305,757,Boise_Cascade,5,5,237,-117.98416602246314,45.64413098526135,2797.681628658926
78,45.682,-117.92181,762,Forest_Cap_Partners,41,26.4,618,-117.98416602246314,45.64413098526135,6428.864151206986
78,45.60068,-118.0478,1352,Phillips_Cr,11,50.6,1193,-117.98416602246314,45.64413098526135,6924.655817310933
78,45.62382,-118.02539,1531,Middle_Ridge,4,6.6,1047,-117.98416602246314,45.64413098526135,3927.8524437060487
78,45.60917,-117.96306,756,Forest_Cap_Partners,24,66.8,616,-117.98416602246314,45.64413098526135,4219.916798395482
78,45.72529,-117.9838,1529,Balloon_Tree,4,1.6,121,-117.98416602246314,45.64413098526135,9020.476601228816
79,44.97606,-117.53683,490,Balm_Cr.,39,57.6,122,-117.52348117497156,45.023945778807,5424.716261412307
79,45.07183,-117.51011,1521,Flagstaff_Butte,29,42,602,-117.52348117497156,45.023945778807,5424.76193825724
80,38.696772,-120.448942,493,Pebble_Cyn_1-10,26,27,1184,-120.43856336370295,38.67986599819824,2082.668008874366
80,38.694548,-120.515566,549,Baltic_191-200,4,11,125,-120.43856336370295,38.67986599819824,6895.127007519815
80,38.705316,-120.406804,497,Stump_Spr_31-40,26,53.8,1512,-120.43856336370295,38.67986599819824,3951.740361692576
80,38.707194,-120.356893,514,Iron_Mtn._11-20,5,63.2,810,-120.43856336370295,38.67986599819824,7725.763749523086
80,38.611134,-120.427749,577,Plummer_121-130,5,72,1211,-120.43856336370295,38.67986599819824,7687.717010303586
80,38.611134,-120.427749,564,Plummer_E_91-100,20,62.8,1214,-120.43856336370295,38.67986599819824,7687.717010303586
80,38.707194,-120.356893,522,Iron_Mtn._1Ut_41-50,18,61.2,811,-120.43856336370295,38.67986599819824,7725.763749523086
80,38.611134,-120.427749,585,Plummer_141-150,5,57.2,1212,-120.43856336370295,38.67986599819824,7687.717010303586
80,38.694548,-120.515566,532,Baltic_B_Lower_161-170,13,67.2,129,-120.43856336370295,38.67986599819824,6895.127007519815
80,38.694548,-120.515566,559,Baltic_3Ut_311-220,10,29.8,128,-120.43856336370295,38.67986599819824,6895.127007519815
80,38.707194,-120.356893,528,Iron_Mtn._71-80,5,29.6,813,-120.43856336370295,38.67986599819824,7725.763749523086
80,38.694548,-120.515566,536,Baltic_C_Mid_5T_171-180,13,63.8,130,-120.43856336370295,38.67986599819824,6895.127007519815
80,38.694548,-120.515566,552,Baltic_D_Upper_4T_201-210,12,43,131,-120.43856336370295,38.67986599819824,6895.127007519815
80,38.694548,-120.515566,556,Baltic_231-240,4,18.25,127,-120.43856336370295,38.67986599819824,6895.127007519815
80,38.694548,-120.515566,544,Baltic_181-190,4,30,124,-120.43856336370295,38.67986599819824,6895.127007519815
80,38.694548,-120.515566,540,Baltic_221-230,4,15.8,126,-120.43856336370295,38.67986599819824,6895.127007519815
80,38.612342,-120.450442,571,Dogtown_Intersection/Plummer_F_6T_111-120,22,55.6,518,-120.43856336370295,38.67986599819824,7566.75013192286
80,38.611134,-120.427749,511,Plummer_81-90,24,68.6,1213,-120.43856336370295,38.67986599819824,7687.717010303586
80,38.611134,-120.427749,570,Plummer_101-110,5,68.8,1210,-120.43856336370295,38.67986599819824,7687.717010303586
80,38.717919,-120.389576,100,Iron_Mtn._Cdf_8Ut,8,25.2,814,-120.43856336370295,38.67986599819824,6000.410491443305
80,38.69361,-120.512498,505,Lower_Baltic,25,88.6,990,-120.43856336370295,38.67986599819824,6611.292965169938
80,38.707194,-120.356893,526,Iron_Mtn._2T_51-60,18,58,812,-120.43856336370295,38.67986599819824,7725.763749523086
81,43.986679,-115.498419,2095,Crooked River,12,25.8,472,-115.50506235695788,43.977037104878974,1196.5934723234213
81,43.943288,-115.478065,2096,Willow Creek,13,52.4,1711,-115.50506235695788,43.977037104878974,4330.92144039467
81,44.001136,-115.538731,2094,Banner Creek,12,8,132,-115.50506235695788,43.977037104878974,3803.2840771260103
82,43.985117,-115.694122,2091,Upper Rock Creek,10,6.6,1617,-115.62805158110359,44.052818812128976,9200.68479978797
82,44.102281,-115.656445,2105,Slaughterhouse Creek,12,61.6,1404,-115.62805158110359,44.052818812128976,5947.936751709212
82,44.02994,-115.596624,2093,Banner Ridge,12,39.2,133,-115.62805158110359,44.052818812128976,3578.753534904265
82,44.116728,-115.576439,2100,Park Creek Campground,12,2.4,1162,-115.62805158110359,44.052818812128976,8216.745529149848
82,44.029989,-115.616537,2092,Beaver Cr Summit,12,23.4,166,-115.62805158110359,44.052818812128976,2699.3587375708944
83,42.974062000000004,-116.542546,2005,Barinaga Corral,24,44.2,135,-116.66356331162562,42.997334920852666,10203.16171744294
83,42.930656,-116.660097,2031,Boone Peak,1,23,254,-116.66356331162562,42.997334920852666,7412.893763394653
83,43.038088,-116.704246,2028,New York Summit,33,125.8,1103,-116.66356331162562,42.997334920852666,5612.077171052739
83,43.012395,-116.73009,2393,Silver City,3,35.8,1382,-116.66356331162562,42.997334920852666,5676.384480717882
83,43.031382,-116.68094,2392,Scotch Bob Canyon,4,21.4,1349,-116.66356331162562,42.997334920852666,4038.960134189306
84,48.41881,-118.25933,636,Lafleur_Lake,38,3.2,903,-118.28984054231395,48.459474038672845,5053.988138090097
84,48.50013,-118.3204,620,Barnaby_Cr.,31,8.8,136,-118.28984054231395,48.459474038672845,5054.024018232641
85,50.67453256,-121.2521815,4006,Barnes Lake,22,58,137,-121.27202992433419,50.65849220420909,2270.049754748986
85,50.65437429,-121.2394331,4031,Barnes Lake,14,9.8,138,-121.27202992433419,50.65849220420909,2350.1549668555144
85,50.706175570000006,-121.2263741,4046,Barnes Lake Road,6,11.233333333333333,140,-121.27202992433419,50.65849220420909,6208.760400243074
85,50.59883017000001,-121.3699564,4026,Venables Valley,14,39.7,1629,-121.27202992433419,50.65849220420909,9594.697409493343
86,44.86781,-118.95074,361,Barnes_Creek,42,32,139,-118.97543694793954,44.90807115129456,4881.104160887628
86,44.88876,-118.95156,1468,unknown,2,1.8,1750,-118.97543694793954,44.90807115129456,2856.973205242264
86,44.8889,-118.89037,1469,unknown,2,0.8,1751,-118.97543694793954,44.90807115129456,7048.771006787081
86,44.94528,-119.04233,358,Bone_Point,24,25.2,253,-118.97543694793954,44.90807115129456,6707.290421115052
86,44.94953,-119.04233,1358,W_Meadowbrook,16,5,1643,-118.97543694793954,44.90807115129456,7008.192237064582
87,45.059906,-116.542052,2388,Barrinaga Co 2,7,1.2,141,-116.50044970351473,45.009805815936595,6461.163763391107
87,45.01661541,-116.4670258,2055,East Fork Lost Creek,19,18.6,548,-116.50044970351473,45.009805815936595,2741.289765974014
87,44.98440308,-116.5050764,2057,Sheep Creek R4,13,25,1366,-116.50044970351473,45.009805815936595,2846.524661533971
87,44.978705,-116.494835,2397,Sheep Creek R4 2,2,12,1367,-116.50044970351473,45.009805815936595,3484.5276661342086
87,45.00938672,-116.4932928,2058,Lost Creek,12,12.8,978,-116.50044970351473,45.009805815936595,566.1240984943285
88,50.80731351,-121.1263124,4005,Battle Creek,20,67.7,143,-121.11017427001036,50.823424033751365,2122.6360552489878
88,50.83953233000001,-121.094025,4047,Stinking Lake,6,6.766666666666667,1498,-121.11017427001036,50.823424033751365,2122.641946922697
89,48.89851,-118.56627,893,Curlew,42,35.4,483,-118.5198849340793,48.91664140017705,3953.2388790582136
89,48.87811,-118.47302,1068,Bcc-Day_Creek,4,1.6,144,-118.5198849340793,48.91664140017705,5492.615286045327
89,48.97741,-118.51931,903,Danville,41,4,487,-118.5198849340793,48.91664140017705,6758.1289035643595
89,48.89688,-118.53091,894,Phillips,42,26.8,1191,-118.5198849340793,48.91664140017705,2341.5350930004915
89,48.87538,-118.43979,1286,Boulder_Creek,16,3.2,257,-118.5198849340793,48.91664140017705,7452.908656729786
89,48.97349,-118.59017,904,Big_Goomis_Cr,40,2.2,197,-118.5198849340793,48.91664140017705,8153.271693316222
90,48.73023,-118.65415,906,Curlew_Lake,41,6.4,484,-118.61601702689696,48.79258581863892,7479.590392361889
90,48.75833,-118.5125,629,St_Peters,35,32.8,1459,-118.61601702689696,48.79258581863892,8508.894431750447
90,48.86406,-118.66984,1069,Bcc-Lundimo,4,1,146,-118.61601702689696,48.79258581863892,8876.592663545001
90,48.79122,-118.58218,905,Malo,36,5.2,1000,-118.61601702689696,48.79258581863892,2490.849350345538
90,48.81901,-118.66154,1284,Empire_Creek,25,13.8,572,-118.61601702689696,48.79258581863892,4451.606193707767
91,46.94983,-116.48951,2342,Beals Butte,23,106.2,147,-116.5406386903456,46.8830779312764,8380.727132776234
91,46.86995872,-116.5845734,2202,Schwartz Creek,42,110.6,1347,-116.5406386903456,46.8830779312764,3652.9603242668863
91,46.8101,-116.54255,2225,Cherry Butte,41,88.6,383,-116.5406386903456,46.8830779312764,8114.109315689916
91,46.8819,-116.57649,2201,Mica Mountain,42,93.6,1035,-116.5406386903456,46.8830779312764,2735.8153733372196
91,46.90642,-116.51984,2341,Head of Moose Creek,23,69.6,735,-116.5406386903456,46.8830779312764,3040.6712159325702
91,46.92008,-116.42202,2151,W. Fork Potlatch River,22,40.4,1638,-116.5406386903456,46.8830779312764,9930.258940402038
91,46.879117,-116.620175,2276,Little Bear Creek 1,24,108.6,934,-116.5406386903456,46.8830779312764,6078.5897088548345
91,46.847098,-116.569757,2178,Vassar Meadows 1,44,102.8,1623,-116.5406386903456,46.8830779312764,4574.6957760775595
92,45.13263,-119.50393,1456,Kinzua,3,0.2,877,-119.4031507363715,45.10162187560955,8646.325271944092
92,45.08222,-119.38528,981,Bear,41,44.8,148,-119.4031507363715,45.10162187560955,2574.54324611036
92,45.08994,-119.32032,1488,unknown,4,0.4,1758,-119.4031507363715,45.10162187560955,6648.045924595727
93,44.984726,-116.198844,2047,Last Chance,12,12,914,-116.22163611879525,45.0143240970742,3748.198755415011
93,44.949751,-116.137429,2049,Bear Basin,19,24.8,149,-116.22163611879525,45.0143240970742,9777.854274117863
93,45.006701,-116.156019,2048,Brundage Mt Resort,27,36.75,279,-116.22163611879525,45.0143240970742,5241.669548396384
93,45.072072,-116.260271,2045,Browns Creek,12,25.75,272,-116.22163611879525,45.0143240970742,7102.9698595872715
93,45.042683,-116.219324,2046,Sixmile Creek,12,16.6,1394,-116.22163611879525,45.0143240970742,3156.854111027321
93,45.02987176,-116.3581201,2053,Mud Creek R4,12,4,1085,-116.22163611879525,45.0143240970742,10895.072997816942
94,34.403285,-110.828686,153,Bear Canyon Lake,4,12,150,-110.828686,34.403285000000004,3.527740722714379e-10
95,43.652849,-115.410843,2086,Trinity Lakes Road,9,41.4,1598,-115.37291531604426,43.68379343240537,4601.914808745384
95,43.69606,-115.311388,2001,Bear Creek,25,32.8,151,-115.37291531604426,43.68379343240537,5144.319935156401
95,43.667075,-115.291708,2088,Wide West Gulch,12,92,1706,-115.37291531604426,43.68379343240537,6807.072753376353
95,43.623787,-115.351024,2089,West Parks Creek,11,80.6,1674,-115.37291531604426,43.68379343240537,6896.971475189177
95,43.740252,-115.470144,2085,Roaring River,12,95.2,1304,-115.37291531604426,43.68379343240537,10037.520495050288
95,43.722639,-115.402508,2084,Lost Man,14,117.4,979,-115.37291531604426,43.68379343240537,4931.2804409532
96,44.57016,-120.57581,850,Or.Fir-Woodward,7,4,1143,-120.53372307718406,44.54675272161265,4236.357562498216
96,44.52333,-120.49167,298,Bear_Creek,36,28,155,-120.53372307718406,44.54675272161265,4236.3401349689675
97,45.8144,-117.73721,749,Boise_Cascade,6,30.6,233,-117.84384649987443,45.79657269984016,8522.844369874732
97,45.8386,-117.94214,1532,Jubilee,4,0.6,846,-117.84384649987443,45.79657269984016,8954.140740376937
97,45.74,-117.85973,764,Boise_Cascade.,6,12.8,250,-117.84384649987443,45.79657269984016,6408.108531125318
97,45.78089,-117.83957,1535,Fry_Meadows,4,5.6,660,-117.84384649987443,45.79657269984016,1774.523119218075
97,45.73949,-117.81902,763,Boise_Cascade,5,21.6,240,-117.84384649987443,45.79657269984016,6631.954055045917
97,45.86606,-117.76472,1350,Bear_Creek,11,26.5,156,-117.84384649987443,45.79657269984016,9871.595947841179
97,45.78074,-117.92108,1533,Sinks,4,15.4,1390,-117.84384649987443,45.79657269984016,6258.016425289523
97,45.73992,-117.88026,758,Boise_Cascade,25,45.8,238,-117.84384649987443,45.79657269984016,6904.498759270762
97,45.82747,-117.88064,1349,LookingGlass,12,51.6,963,-117.84384649987443,45.79657269984016,4468.984560518451
97,45.79542,-117.83958,1457,Boise_Cascade,5,3.6,246,-117.84384649987443,45.79657269984016,355.5923250732792
97,45.83914,-117.79824,1530,Lookout_Mt.,4,7.6,966,-117.84384649987443,45.79657269984016,5911.651196909063
98,48.35913,-117.23488,1246,Moon_Hill,25,6.2,1064,-117.17296457729918,48.36121830677407,4594.079932569429
98,48.36617,-117.14234,1060,Bear_Paw,32,6,160,-117.17296457729918,48.36121830677407,2335.106269092623
98,48.35833,-117.14167,625,Cca_Peak,5,1.4,358,-117.17296457729918,48.36121830677407,2341.219210574035
99,36.745112,-118.961589,1406,Crystal_Springs_Cpg,9,5.75,481,-118.93304939841437,36.73473246322672,2797.153264222282
99,36.740966,-118.960462,1403,Grant_Grove_Stables,5,1,690,-118.93304939841437,36.73473246322672,2544.2382208722706
99,36.723029,-118.886153,1392,Weston,9,2.8,1680,-118.93304939841437,36.73473246322672,4385.8125338051295
99,36.722086,-118.906825,1388,Quail_Flat,9,5.4,1260,-118.93304939841437,36.73473246322672,2730.7723084111435
99,36.773,-118.961,1397,Mcgee,9,2.8,1026,-118.93304939841437,36.73473246322672,4925.8306230249455
99,36.737129,-118.965803,1409,Sunset_Cpg,8,2.6,1535,-118.93304939841437,36.73473246322672,2937.5674234058915
99,36.690093,-118.946905,1394,Eshom,9,37.8,575,-118.93304939841437,36.73473246322672,5106.080215873386
99,36.759229,-118.900914,1399,Bear_Skin,9,2.2,161,-118.93304939841437,36.73473246322672,3952.9944788078265
99,36.721914,-118.907812,1412,Quail_Flat_Nps,1,1.75,1261,-118.93304939841437,36.73473246322672,2665.6657130661533
100,38.889703,-120.433638,487,Deer_Knob,10,23.2,499,-120.48306576384155,38.96185908049691,9084.999183052238
100,39.0075796,-120.4586506,437,Hales_1,26,51.6,710,-120.48306576384155,38.96185908049691,5498.871429877478
100,38.967169,-120.551078,86,Nevada_Pt_Rdg_2,3,42.4,1102,-120.48306576384155,38.96185908049691,5923.998724128514
100,38.967169,-120.551078,434,Nevada_Pt._Ridge,25,27.8,1100,-120.48306576384155,38.96185908049691,5923.998724128514
100,39.015514,-120.487039,419,Bear_Springs,2,0.2,162,-120.48306576384155,38.96185908049691,5966.454129455601
100,38.929297,-120.484965,96,Uncle_Tom's_Cabin,7,36.2,1615,-120.48306576384155,38.96185908049691,3618.6090251981527
100,38.967169,-120.551078,78,Nevada_Pt_Rdg_1,10,33.2,1101,-120.48306576384155,38.96185908049691,5923.998724128514
100,39.0075796,-120.4586506,445,Hales_2,26,49,711,-120.48306576384155,38.96185908049691,5498.871429877478
101,44.49167,-121.7,7,Jack_Creek,38,45.4,822,-121.64614374165498,44.532157459528264,6211.243002413389
101,44.5738,-121.5834,30,Street_Creek,31,13.4,1509,-121.64614374165498,44.532157459528264,6802.064031241513
101,44.55752,-121.72616,1628,unknown,3,1,1775,-121.64614374165498,44.532157459528264,6955.372559952266
101,44.50556,-121.575,19,Bear_Springs,37,44.6,163,-121.64614374165498,44.532157459528264,6381.855393859212
102,44.37307,-119.72598,1055,Bearskull,28,32.4,164,-119.80122059515674,44.413658235777575,7501.903231793882
102,44.44076,-119.84733,708,Private,6,1,1237,-119.80122059515674,44.413658235777575,4748.716835538828
102,44.42623,-119.82665,816,unknown,8,1.4,1749,-119.80122059515674,44.413658235777575,2460.2449278565714
102,44.31627,-119.8308,287,Yuma,34,33.4,1745,-119.80122059515674,44.413658235777575,11075.608775785317
102,44.42611,-119.76572,1125,Birch_Creek,10,3.2,203,-119.80122059515674,44.413658235777575,3147.6328778456314
102,44.43694,-119.76102,1393,Birch_Creek_New,1,0.2,204,-119.80122059515674,44.413658235777575,4115.917085037781
102,44.43177,-119.89331,281,Chamberlin_Spr,34,19.2,373,-119.80122059515674,44.413658235777575,7604.64995432236
102,44.44044,-119.66376,812,Day_Creek,24,52.8,490,-119.80122059515674,44.413658235777575,11343.155974355908
102,44.4698,-119.84762,277,Cottonwood,4,0,447,-119.80122059515674,44.413658235777575,7250.0544702859825
102,44.375,-119.85,1056,Cottonwood_Cg,30,22,452,-119.80122059515674,44.413658235777575,5792.856652165232
102,44.37307,-119.72598,274,Humphrey_Camp,4,3,785,-119.80122059515674,44.413658235777575,7501.903231793882
103,37.398115,-119.580302,998,Sivels,23,55.6,1392,-119.53318745730901,37.394594203926864,4190.135852027753
103,37.437025,-119.48117,985,Beasore,18,1,165,-119.53318745730901,37.394594203926864,6586.425008107366
103,37.344453,-119.506744,1001,Central_Camp,7,44,369,-119.53318745730901,37.394594203926864,6037.7693816885385
103,37.398756,-119.564526,989,Grays,23,46.2,694,-119.53318745730901,37.394594203926864,2813.1179002435733
104,45.01516,-117.13402,992,Upper_Clear_Cr,33,71,1619,-117.07571328121064,44.982551455770576,5853.9096714279885
104,44.9571,-117.07322,1678,Private,5,21.4,1256,-117.07571328121064,44.982551455770576,2835.2811908248714
104,44.98637,-117.09343,988,Big_Bend,26,93,192,-117.07571328121064,44.982551455770576,1460.3035362089502
104,44.97162,-117.05314,458,Rd_050_Dry_Cr.,39,96.6,1274,-117.07571328121064,44.982551455770576,2155.488703016739
104,44.98635,-117.11372,460,Clr_Cr._Beecher,42,99,412,-117.07571328121064,44.982551455770576,3027.098574319526
104,44.94253,-117.01232,805,Private,6,34,1250,-117.07571328121064,44.982551455770576,6693.095717762627
104,44.98611,-117.03282,1506,Beecher_Flat,1,7.8,168,-117.07571328121064,44.982551455770576,3405.957833812142
104,45.01512,-117.09313,469,Fish_Lake,41,110.6,597,-117.07571328121064,44.982551455770576,3871.1694487148657
105,47.1897,-120.44426,1157,High_Creek,26,12.2,753,-120.4375730971101,47.22840504314724,4332.747702262655
105,47.24968,-120.45219,1436,Pearson Creek,3,6.6,1178,-120.4375730971101,47.22840504314724,2611.376901128986
105,47.21166,-120.39698,1298,Coleman-Boulder,2,1.8,419,-120.4375730971101,47.22840504314724,3594.322385581101
105,47.31448,-120.37125,1142,Squilchuck_St_Pk,27,27.4,1456,-120.4375730971101,47.22840504314724,10805.644216426997
105,47.32667,-120.41333,583,Beehive,41,5.8,169,-120.4375730971101,47.22840504314724,11077.645882553019
105,47.1393,-120.50777,1022,Ellensburg,4,1.4,567,-120.4375730971101,47.22840504314724,11244.603420816788
105,47.24528,-120.4375,566,Tyee,14,2,1607,-120.4375730971101,47.22840504314724,1876.0892572652367
105,47.24968,-120.45219,1732,Pearson Creek,9,6,1179,-120.4375730971101,47.22840504314724,2611.376901128986
105,47.15108,-120.46558,1156,Naneum_Canyon,17,13.2,1096,-120.4375730971101,47.22840504314724,8854.7330370614
105,47.22774,-120.449,1344,Dot_Creek,23,17.8,523,-120.4375730971101,47.22840504314724,868.5320676489653
106,36.70604,-118.815491,991,Poison,22,10.2,1217,-118.80055495914506,36.635473243210015,7943.909292886071
106,36.564144,-118.776402,1417,Beetle_Rock,7,0.2,170,-118.80055495914506,36.635473243210015,8205.134106971422
106,36.636232,-118.809808,1415,Dorst_Cpg#1,9,13.75,522,-118.80055495914506,36.635473243210015,831.8121410819713
107,44.415,-120.585,288,Benefield_Cr,36,31,171,-120.58500000000001,44.415,1.1318238166791149e-9
108,45.82805,-117.05223,1646,Billy,3,0.8,200,-116.99191415783125,45.805715755087405,5304.375820743521
108,45.76967,-116.94936,1540,Berland,4,9,176,-116.99191415783125,45.805715755087405,5196.1901945799855
108,45.77005,-116.99036,1539,Jaymes_Powerlne,1,0,831,-116.99191415783125,45.805715755087405,3965.9895489230207
108,45.8559,-117.01064,1575,Kernan_4204,2,2,866,-116.99191415783125,45.805715755087405,5764.521029668954
108,45.79781,-116.94944,1538,Summit_Creek,4,4.6,1526,-116.99191415783125,45.805715755087405,3416.8387273015537
108,45.79167,-117.08333,521,Billy_Meadows,35,25,201,-116.99191415783125,45.805715755087405,7276.452520188536
108,45.8559,-117.01064,1537,Teepee_Butte_Rd,1,0,1554,-116.99191415783125,45.805715755087405,5764.521029668954
108,45.82676,-116.90806,1541,Jaymes,1,0,830,-116.99191415783125,45.805715755087405,6924.121822774046
109,39.32358145,-114.6278488,6411,Berry_Creek,10,1,177,-114.6278488,39.32358145,0
110,47.41168,-120.92501,1477,Teanaway,1,0,1550,-120.89224087518373,47.33488247675356,8889.653844439576
110,47.25734,-120.88927,1138,Bible_Rock_W_Fk,27,22.2,178,-120.89224087518373,47.33488247675356,8623.838013122706
110,47.39719,-120.92508,1574,Teanaway,3,1,1551,-120.89224087518373,47.33488247675356,7357.943689687867
110,47.30323,-120.85426,1140,Indian_Creek,27,21.8,803,-120.89224087518373,47.33488247675356,4541.881803478888
110,47.31678,-120.93562,1355,Teanaway_Butte,6,26.6,1552,-120.89224087518373,47.33488247675356,3847.49186175791
110,47.36667,-120.8,555,Stafford,45,19.2,1461,-120.89224087518373,47.33488247675356,7814.24843190256
110,47.28955,-120.94946,1728,Indian Camp,9,22.4,800,-120.89224087518373,47.33488247675356,6642.2092277992215
110,47.33654,-120.85922,1141,Jungle_Creek,27,7,851,-120.89224087518373,47.33488247675356,2502.455796368743
111,45.50167,-117.605,412,Big_Canyon,22,3.8,194,-117.56287920501016,45.47669556155075,4306.554038554652
111,45.435,-117.47,414,Little_Bear_Cr,24,3.4,942,-117.56287920501016,45.47669556155075,8617.066386910665
111,45.49336,-117.61374,1475,Big,1,0,179,-117.56287920501016,45.47669556155075,4386.426824189952
112,51.312923999999995,-121.834546,3047,Big Bar Lake Road,3,1,182,-121.79555198816989,51.32498234616844,3031.4796156465586
112,51.370115000000006,-121.761877,3057,Meadow Lake (added 2010),11,2.3333333334999997,1028,-121.79555198816989,51.32498234616844,5542.329118511927
112,51.312923999999995,-121.834546,3048,Big Bar,1,0,180,-121.79555198816989,51.32498234616844,3031.4796156465586
112,51.302036,-121.791027,3054,Big Bar South,13,28.333333333333332,184,-121.79555198816989,51.32498234616844,2572.300657857835
112,51.312923999999995,-121.834546,3049,Big Bar,1,0,181,-121.79555198816989,51.32498234616844,3031.4796156465586
112,51.31484299999999,-121.794717,3053,Big Bar North,14,6.9,183,-121.79555198816989,51.32498234616844,1129.547733980853
113,35.76882,-105.809192,574,Big Tesuque,1,0,187,-105.809192,35.76882,0
114,46.07533,-115.66803,2112,Pine Knob,23,41.8,1197,-115.70440561991114,46.08866274112765,3180.0388635540203
114,46.08903,-115.73797,2113,Potato Hill,23,18.6,1228,-115.70440561991114,46.08866274112765,2596.1639616732828
114,46.08491,-115.76472,2114,Big Tinker,23,4.6,188,-115.70440561991114,46.08866274112765,4683.45333259202
114,46.10534,-115.64689,2110,Lodge Pt,23,3.4,947,-115.70440561991114,46.08866274112765,4818.411169013607
115,39.119876,-105.227114,167,Big Turkey CG,19,0.6,189,-105.17534644517502,39.14039125257772,5022.325246291389
115,39.141567,-105.203426,235,Sheep Nose,5,0.6,1368,-105.17534644517502,39.14039125257772,2431.1031361907394
115,39.149755999999996,-105.160926,151,West Creek,6,6.8,1668,-105.17534644517502,39.14039125257772,1623.2654401379025
115,39.150332,-105.109894,208,Illinois Gulch,5,0.2,797,-105.17534644517502,39.14039125257772,5764.910257368193
116,43.715874,-111.446291,2394,BigHole-kirkham hollow,3,27.2,190,-111.446291,43.715874,0
